Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
C10A,2009-09-08,10:15:00,NA,NA,"Sunny, clear, warm",NA,NA,NA,NA,NA,13.35,3.55,NA,NA,0.01,NA,NA,NA,93,1.8,NA,NA,0.3,NA,0.1,0.15,17.2,0.4,NA,NA,NA,NA,684,7,NA,22.5,7.8,7.86,NA,NA,NA,NA,NA,NA
C10A,2009-10-06,10:25:00,NA,NA,"clear, sunny and warm",NA,NA,NA,NA,NA,8.44,2.93,NA,NA,0.01,NA,NA,NA,71,1.2,NA,NA,0.2,NA,0.07,0.1,14.5,0.3,NA,NA,NA,NA,551,7.8,NA,16.8,9.6,7.76,NA,NA,NA,NA,NA,NA
C10A,2009-11-05,12:10:00,NA,NA,clear and mild with a very light breeze,NA,NA,NA,NA,NA,10.47,5.23,NA,NA,0.02,NA,NA,NA,76,1.3,NA,NA,0.6,NA,0.08,0.18,14.5,0.6,NA,NA,NA,NA,582,8,NA,16.8,14.1,7.76,NA,NA,NA,NA,NA,NA
C10A,2009-12-07,12:25:00,NA,NA,Mostly clouy and cold with a light breeze,NA,NA,NA,NA,NA,9.83,2.51,NA,NA,0.02,NA,NA,NA,111,1.5,NA,NA,0.3,NA,0.07,0.15,14.6,0.4,NA,NA,NA,NA,783,8.9,NA,9.1,8,7.61,NA,NA,NA,NA,NA,NA
D22,1978-10-12,14:00:00,NA,NA,NA,84.2,1,NA,NA,NA,3.95,2.16,NA,0.02,NA,NA,NA,30,NA,0.23,NA,NA,0.2,0.3,0.08,0.11,16,0.3,NA,34,NA,1.12,257,8.3,NA,21,17,7.5,NA,NA,NA,NA,NA,NA
NZ032,1998-12-16,12:15:00,NA,NA,"Clear, light winds",NA,NA,NA,NA,NA,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,32,NA,NA,16961,NA,NA,10.1,32,NA,NA,NA,NA,NA,NA,NA
S42,1978-03-16,09:00:00,NA,NA,NA,60.8,7,NA,NA,NA,5.19,3.52,NA,0.17,NA,NA,NA,497,NA,0.77,NA,NA,0.7,0.9,0.07,0.2,14,1.1,NA,22,NA,NA,2070,7.5,NA,14,48,7.6,NA,NA,NA,NA,NA,NA
S42,1978-04-04,12:00:00,NA,NA,NA,55.4,5,NA,NA,NA,8.03,8.18,NA,0.13,NA,NA,NA,502,NA,0.49,NA,NA,0.6,0.9,0.04,0.24,14,1,NA,16,NA,NA,2040,7.8,NA,15,88,7.5,NA,NA,NA,NA,NA,NA
S42,1978-04-18,12:00:00,NA,NA,NA,64.4,5,NA,NA,NA,27.02,12.93,NA,0.08,NA,NA,NA,NA,NA,0.52,NA,NA,0.7,0.9,NA,NA,12,1,NA,18,NA,NA,2640,8.1,NA,16,38,7.5,NA,NA,NA,NA,NA,NA
S42,1978-05-02,11:00:00,NA,NA,NA,75.2,3,NA,NA,NA,21.61,15.44,NA,0.11,NA,NA,NA,530,NA,0.45,NA,NA,0.6,0.9,0.04,0.21,13,1,NA,18,NA,0.49,2130,7.5,NA,18,60,7.6,NA,NA,NA,NA,NA,NA
S42,1978-06-13,09:00:00,NA,NA,NA,68,7,NA,NA,NA,64.07,28.56,NA,0.01,NA,NA,NA,596,NA,0.01,NA,NA,0.2,1.1,0.07,0.25,7.4,1.1,NA,16,NA,0.59,2470,8.8,NA,20,54,8.2,NA,NA,NA,NA,NA,NA
S42,1978-06-27,09:00:00,NA,NA,NA,62.6,8,NA,NA,NA,26.24,14.28,NA,0.04,NA,NA,NA,NA,NA,0.17,NA,NA,0.4,0.7,NA,NA,8.4,0.7,NA,20,NA,NA,6060,7.9,NA,20,36,7.8,NA,NA,NA,NA,NA,NA
S42,1978-07-11,07:00:00,NA,NA,NA,62.6,6,NA,NA,NA,8.65,21.92,NA,NA,NA,NA,NA,2500,NA,0.12,NA,NA,0.5,0.8,0.07,0.16,7.7,0.8,NA,25,NA,0.85,7800,7.4,NA,21,27,7.8,NA,NA,NA,NA,NA,NA
S42,1978-07-25,08:00:00,NA,NA,NA,66.2,10,NA,NA,NA,30.26,13.74,NA,0.02,NA,NA,NA,NA,NA,0.11,NA,NA,0.3,0.8,NA,NA,4.2,0.8,NA,20,NA,NA,11400,6.8,NA,22,46,8,NA,NA,NA,NA,NA,NA
S42,1978-08-09,08:00:00,NA,NA,NA,75.2,5,NA,NA,NA,24.7,9.57,NA,0.05,NA,NA,NA,4130,NA,0.02,NA,NA,0.4,0.8,0.06,0.19,7.7,0.8,NA,30,NA,NA,12400,7.8,NA,22,29,7.9,NA,NA,NA,NA,NA,NA
S42,1978-08-22,07:00:00,NA,NA,NA,59,6,NA,NA,NA,28.41,8.18,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,0.2,0.7,NA,NA,0.2,0.7,NA,26,NA,NA,13000,7.7,NA,20,22,7.9,NA,NA,NA,NA,NA,NA
S42,1978-09-12,11:00:00,NA,NA,NA,73.4,7,NA,NA,NA,25.32,9.88,NA,NA,NA,NA,NA,4030,NA,0.01,NA,NA,0.3,0.7,0.04,0.19,2.3,0.7,NA,25,NA,0.75,12200,7.7,NA,21,34,7.9,NA,NA,NA,NA,NA,NA
S42,1978-09-26,12:00:00,NA,NA,NA,75.2,8,NA,NA,NA,22.23,5.56,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,0.2,0.6,NA,NA,1.4,0.6,NA,32,NA,NA,9610,8.5,NA,21,21,8,NA,NA,NA,NA,NA,NA
S42,1978-10-11,12:00:00,NA,NA,NA,78.8,NA,NA,NA,NA,23.47,15.44,NA,0.01,NA,NA,NA,2620,NA,NA,NA,NA,0.1,0.6,0.04,0.18,3,0.6,NA,28,NA,0.85,7590,8.6,NA,20,34,7.8,NA,NA,NA,NA,NA,NA
S42,1978-10-24,11:00:00,NA,NA,NA,69.8,NA,NA,NA,NA,22.23,11.12,NA,0.03,NA,NA,NA,NA,NA,0.02,NA,NA,0.2,0.7,NA,NA,4.5,0.7,NA,24,NA,0.98,7710,8.6,NA,17,27,7.7,NA,NA,NA,NA,NA,NA
S42,1978-11-21,10:00:00,NA,NA,NA,51.8,NA,NA,NA,NA,15.44,7.26,NA,0.14,NA,NA,NA,3320,NA,0.08,NA,NA,0.4,0.8,0.06,0.12,5.7,0.9,NA,38,NA,0.98,9850,8.5,NA,11,23,7.8,NA,NA,NA,NA,NA,NA
S42,1978-12-05,09:00:00,NA,NA,NA,53.6,6,NA,NA,NA,13.28,8.26,NA,0.16,NA,NA,NA,3200,NA,0.2,NA,NA,1,1,0.04,0.15,7.6,1.2,NA,22,NA,0.79,9840,8.4,NA,11,30,7.7,NA,NA,NA,NA,NA,NA
S42,1979-03-06,10:00:00,NA,NA,NA,62.6,NA,NA,NA,NA,5.87,6.64,NA,NA,0.18,NA,NA,552,NA,0.63,NA,NA,1.1,NA,0.04,0.18,11,1.3,NA,18,NA,NA,2300,7.8,NA,12,50,NA,NA,NA,NA,NA,NA,NA
S42,1979-03-20,09:00:00,NA,NA,NA,51.8,NA,NA,NA,NA,11.74,7.96,NA,NA,0.12,NA,NA,NA,NA,0.64,NA,NA,1,NA,NA,NA,14,1.4,NA,20,NA,NA,2240,9.9,NA,14,60,7.6,NA,NA,NA,NA,NA,NA
S42,1979-04-03,09:00:00,NA,NA,NA,57.2,NA,NA,NA,NA,32.12,5.18,NA,NA,0.04,NA,NA,713,NA,0.54,NA,NA,1.5,NA,0.04,0.25,14,1.5,NA,20,NA,0.66,2650,NA,NA,15,66,7.6,NA,NA,NA,NA,NA,NA
S42,1979-04-18,08:00:00,NA,NA,NA,48.2,5,NA,NA,NA,40.14,16.37,NA,NA,0.02,NA,NA,NA,NA,0.38,NA,NA,0.9,NA,NA,NA,13,1.4,NA,14,NA,NA,2320,8.6,NA,15,76,7.8,NA,NA,NA,NA,NA,NA
S42,1979-05-02,08:00:00,NA,NA,NA,62.6,5,NA,NA,NA,29.64,16.21,NA,NA,0.27,NA,NA,1010,NA,0.33,NA,NA,0.5,NA,0.19,0.2,15,1,NA,24,NA,NA,3840,NA,NA,16,31,7.6,NA,NA,NA,NA,NA,NA
S42,1979-05-22,13:00:00,NA,NA,NA,73.4,7,NA,NA,NA,49.4,20.54,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,0.8,NA,NA,NA,13,1.2,NA,22,NA,NA,4930,9.1,NA,20,54,7.9,NA,NA,NA,NA,NA,NA
S42,1979-06-05,13:00:00,NA,NA,NA,87.8,6,NA,NA,NA,26.56,13.28,NA,NA,0.15,NA,NA,1110,NA,0.17,NA,NA,0.4,NA,0.09,0.23,6.3,1.1,NA,24,NA,0.69,4240,7.2,NA,23,39,7.5,NA,NA,NA,NA,NA,NA
S42,1979-06-19,12:00:00,NA,NA,NA,87.8,NA,NA,NA,NA,39.53,10.5,NA,NA,0.14,NA,NA,NA,NA,0.04,NA,NA,0.4,NA,NA,NA,5.6,1,NA,32,NA,0.85,6970,9.9,NA,23,29,8.2,NA,NA,NA,NA,NA,NA
S42,1979-07-03,11:00:00,NA,NA,NA,64.4,6,NA,NA,NA,26.56,7.26,NA,NA,NA,NA,NA,2410,NA,0.01,NA,NA,0.5,NA,0.06,0.19,1.8,0.8,NA,28,NA,0.85,7930,9.1,NA,21,23,8.2,NA,NA,NA,NA,NA,NA
S42,1979-07-17,11:00:00,NA,NA,NA,82.4,5,NA,NA,NA,25.08,14.67,NA,NA,0.07,NA,NA,NA,NA,0.02,NA,NA,0.3,NA,NA,NA,1.4,0.8,NA,24,NA,NA,9890,9.1,NA,23,28,8.1,NA,NA,NA,NA,NA,NA
S42,1979-08-14,09:00:00,NA,NA,NA,64.4,5,NA,NA,NA,6.8,5.07,NA,NA,0.04,NA,NA,4300,NA,0.02,NA,NA,0.4,NA,0.05,0.17,2,0.6,NA,28,NA,NA,12900,7.4,NA,21,24,7.9,NA,NA,NA,NA,NA,NA
S42,1979-08-28,08:00:00,NA,NA,NA,71.6,6,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,0.02,NA,NA,0.4,NA,NA,NA,1.1,0.6,NA,34,NA,NA,13200,7.4,NA,21,23,7.9,NA,NA,NA,NA,NA,NA
S42,1979-09-12,09:00:00,NA,NA,NA,78.8,NA,NA,NA,NA,9.73,3.36,NA,NA,0.02,NA,NA,4730,NA,NA,NA,NA,0.5,NA,0.05,0.15,2,0.9,NA,36,NA,NA,13200,6.9,NA,23,16,7.8,NA,NA,NA,NA,NA,NA
S42,1979-09-25,07:00:00,NA,NA,NA,62.6,NA,NA,NA,NA,12.2,10.97,NA,NA,0.04,NA,NA,NA,NA,0.01,NA,NA,0.4,NA,NA,NA,0.9,0.6,NA,37,NA,1.12,14300,7,NA,20,23,7.8,NA,NA,NA,NA,NA,NA
S42,1979-10-10,07:00:00,NA,NA,NA,62.6,4,NA,NA,NA,25.32,8.03,NA,NA,0.02,NA,NA,4280,NA,NA,NA,NA,0.3,NA,0.04,0.15,1.7,0.6,NA,38,NA,0.98,14200,8,NA,18,NA,7.7,NA,NA,NA,NA,NA,NA
S42,1979-10-23,07:00:00,NA,NA,NA,55.4,NA,NA,NA,NA,23.32,15.25,NA,NA,0.07,NA,NA,NA,NA,0.03,NA,NA,0.4,NA,NA,NA,2.6,0.8,NA,26,NA,NA,13500,6.7,NA,16,30,7.7,NA,NA,NA,NA,NA,NA
S42,1979-11-27,10:00:00,NA,NA,NA,48.2,NA,NA,NA,NA,14.52,8.3,NA,NA,0.24,NA,NA,3380,NA,0.22,NA,NA,0.7,NA,0.03,0.12,7.8,1.1,NA,38,NA,NA,11600,7.8,NA,12,18,7.5,NA,NA,NA,NA,NA,NA
S42,1980-04-08,10:00:00,NA,NA,NA,60.8,NA,NA,NA,NA,37.98,16.1,NA,NA,0.09,NA,NA,NA,538,0.58,NA,NA,0.9,NA,0.04,0.18,12,1.3,NA,24,NA,0.66,2170,8.7,NA,14,37,NA,NA,NA,NA,NA,NA,NA
S42,1980-04-22,10:00:00,NA,NA,NA,53.6,5,NA,NA,NA,49.71,27.18,NA,NA,0.06,NA,NA,NA,NA,0.3,NA,NA,0.7,NA,NA,NA,9.7,1.4,NA,12,NA,0.46,1940,7.4,NA,16,74,7.8,NA,NA,NA,NA,NA,NA
S42,1980-05-06,08:00:00,NA,NA,NA,57.2,10,NA,NA,NA,52.8,18.99,NA,NA,0.06,NA,NA,NA,534,0.3,NA,NA,0.5,NA,0.06,0.22,11,1.2,NA,14,NA,NA,2000,8.3,NA,17,62,7.7,NA,NA,NA,NA,NA,NA
S42,1980-05-20,08:00:00,NA,NA,NA,77,NA,NA,NA,NA,40.45,23.7,NA,NA,0.08,NA,NA,NA,NA,0.21,NA,NA,0.4,NA,NA,NA,7,1.1,NA,18,NA,0.56,1800,7.5,NA,20,66,7.8,NA,NA,NA,NA,NA,NA
S42,1980-06-04,07:00:00,NA,NA,NA,57.2,NA,NA,NA,NA,38.6,22.54,NA,NA,0.04,NA,NA,NA,497,0.18,NA,NA,0.5,NA,0.06,0.26,9.4,1.1,NA,16,NA,NA,2030,7.8,NA,18,90,7.8,NA,NA,NA,NA,NA,NA
S42,1980-07-02,07:00:00,NA,NA,NA,59,6,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,745,0.08,NA,NA,0.5,NA,0.06,0.29,6,1.2,NA,14,NA,0.46,2780,7.3,NA,20,78,7.9,NA,NA,NA,NA,NA,NA
S42,1980-07-16,07:00:00,NA,NA,NA,64.4,8,NA,NA,NA,37.8,16.68,NA,NA,0.03,NA,NA,NA,NA,0.19,NA,NA,0.8,NA,NA,NA,7.2,1,NA,20,NA,NA,3280,7.4,NA,21,66,7.8,NA,NA,NA,NA,NA,NA
S42,1980-08-05,12:00:00,NA,NA,NA,71.6,10,NA,NA,NA,32.49,7.72,NA,NA,0.04,NA,NA,NA,1640,0.14,NA,NA,0.4,NA,0.07,0.18,7,0.7,NA,27,NA,0.79,5560,7.8,NA,22,28,8,NA,NA,NA,NA,NA,NA
S42,1980-08-19,10:00:00,NA,NA,NA,64.4,8,NA,NA,NA,25.94,8.62,NA,NA,0.01,NA,NA,NA,NA,0.08,NA,NA,0.4,NA,NA,NA,4.2,0.7,NA,27,NA,0.85,7070,8.5,NA,20,28,7.5,NA,NA,NA,NA,NA,NA
S42,1980-09-03,12:00:00,NA,NA,NA,71.6,5,NA,NA,NA,42.12,7.63,NA,NA,0.03,NA,NA,NA,3080,0.01,NA,NA,0.4,NA,0.04,0.18,2.8,0.8,NA,20,NA,0.79,9700,8.6,NA,21,32,8.1,NA,NA,NA,NA,NA,NA
S42,1980-09-16,09:00:00,NA,NA,NA,62.6,4,NA,NA,NA,28.41,10.5,NA,NA,0.01,NA,NA,NA,NA,0.02,NA,NA,0.3,NA,NA,NA,3.1,0.7,NA,26,NA,NA,9850,8.2,NA,19,29,8,NA,NA,NA,NA,NA,NA
S42,1980-10-15,09:00:00,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,2720,0.05,NA,NA,0.4,NA,0.05,0.16,3.4,0.7,NA,30,NA,0.89,8790,8,NA,17,27,7.9,NA,NA,NA,NA,NA,NA
S42,1980-10-28,08:00:00,NA,NA,NA,55.4,8,NA,NA,NA,41.75,17.91,NA,NA,0.13,NA,NA,NA,NA,0.1,NA,NA,0.4,NA,NA,NA,4.6,1.3,NA,19,NA,0.69,8730,7.4,NA,15,58,7.7,NA,NA,NA,NA,NA,NA
S42,1980-11-13,08:00:00,NA,NA,NA,46.4,NA,NA,NA,NA,16.06,9.89,NA,NA,0.13,NA,NA,NA,3150,0.16,NA,NA,0.5,NA,0.03,0.14,5.5,1.1,NA,32,NA,1.12,9740,7.3,NA,14,24,7.6,NA,NA,NA,NA,NA,NA
S42,1980-12-11,08:00:00,NA,NA,NA,33.8,NA,NA,NA,NA,16.68,11.4,NA,NA,0.24,NA,NA,NA,3120,0.27,NA,NA,0.6,NA,0.03,0.14,8,1.2,NA,30,NA,NA,9850,8.5,NA,9,29,7.5,NA,NA,NA,NA,NA,NA
S42,1981-01-09,07:00:00,NA,NA,NA,39.2,2,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,3080,0.3,NA,NA,0.4,NA,0.04,0.14,10,0.9,NA,20,NA,NA,9700,8.1,NA,8,33,7.6,NA,NA,NA,NA,NA,NA
S42,1981-02-25,08:00:00,NA,NA,NA,44.6,NA,NA,NA,NA,9.51,9.21,NA,NA,0.25,NA,NA,NA,932,0.67,NA,NA,0.6,NA,0.04,0.18,15,1.2,NA,28,NA,0.59,3470,8.3,NA,12,68,7.5,NA,NA,NA,NA,NA,NA
S42,1981-03-11,08:00:00,NA,NA,NA,51.8,NA,NA,NA,NA,8.16,8.25,NA,NA,0.12,NA,NA,NA,1550,0.61,NA,NA,0.7,NA,0.04,0.17,14,1.1,NA,22,NA,0.66,5370,8,NA,13,50,7.5,NA,NA,NA,NA,NA,NA
S42,1981-03-25,07:00:00,NA,NA,NA,55.4,5,NA,NA,NA,15.07,14.39,NA,NA,0.16,NA,NA,NA,NA,0.84,NA,NA,0.8,NA,0.05,0.2,12,1.3,NA,20,NA,NA,4720,NA,NA,14,52,7.6,NA,NA,NA,NA,NA,NA
S42,1981-04-10,08:00:00,NA,NA,NA,50,6,NA,NA,NA,24.4,16.02,NA,NA,0.07,NA,NA,NA,650,0.56,NA,NA,0.6,NA,0.05,0.24,18,1.1,NA,16,NA,0.49,2560,8.1,NA,15,72,7.8,NA,NA,NA,NA,NA,NA
S42,1981-04-28,10:00:00,NA,NA,NA,86,6,NA,NA,NA,22.85,10.16,NA,NA,0.06,NA,NA,NA,NA,0.45,NA,NA,0.5,NA,NA,NA,15,0.9,NA,32,NA,0.85,4120,8.3,NA,18,25,7.9,NA,NA,NA,NA,NA,NA
S42,1981-05-12,12:00:00,NA,NA,NA,77,7,NA,NA,NA,39.06,14.32,NA,NA,0.02,NA,NA,NA,2420,0.2,NA,NA,0.7,NA,0.08,0.21,11,1,NA,24,NA,0.85,8090,9.7,NA,22,22,8.1,NA,NA,NA,NA,NA,NA
S42,1981-05-27,12:00:00,NA,NA,NA,69.8,16,NA,NA,NA,32.89,15.52,NA,NA,0.02,NA,NA,NA,NA,0.08,NA,NA,0.6,NA,0.07,0.21,6.5,1,NA,26,NA,0.69,8680,8.5,NA,21,34,8,NA,NA,NA,NA,NA,NA
S42,1981-06-09,10:00:00,NA,NA,NA,68,7,NA,NA,NA,60.83,19.76,NA,NA,0.02,NA,NA,NA,2290,0.01,NA,NA,0.5,NA,0.07,0.24,6.3,1,NA,20,NA,0.59,7830,8.8,NA,22,39,8.1,NA,NA,NA,NA,NA,NA
S42,1981-06-24,08:00:00,NA,NA,NA,64.4,10,NA,NA,NA,13.59,6.68,NA,NA,0.02,NA,NA,NA,NA,0.01,NA,NA,0.5,NA,NA,NA,3.2,0.7,NA,28,NA,0.85,9470,6.9,NA,23,31,8,NA,NA,NA,NA,NA,NA
S42,1981-07-07,09:00:00,NA,NA,NA,77,NA,NA,NA,NA,43.85,14.4,NA,NA,0.02,NA,NA,NA,3750,0.01,NA,NA,0.5,NA,0.07,0.24,0.4,1,NA,28,NA,NA,11400,8.9,NA,21,31,8.1,NA,NA,NA,NA,NA,NA
S42,1981-07-22,07:00:00,NA,NA,NA,60.8,13,NA,NA,NA,26.71,13.01,NA,NA,0.01,NA,NA,NA,NA,0.01,NA,NA,0.4,NA,NA,NA,0.2,0.7,NA,37,NA,0.79,14300,7.6,NA,21,28,8.1,NA,NA,NA,NA,NA,NA
S42,1981-08-05,07:00:00,NA,NA,NA,66.2,7,NA,NA,NA,19.76,7.69,NA,NA,0.02,NA,NA,NA,4700,0.01,NA,NA,0.4,NA,0.06,0.18,1,0.7,NA,30,NA,NA,14800,7.6,NA,20,26,8,NA,NA,NA,NA,NA,NA
S42,1981-08-19,07:00:00,NA,NA,NA,64.4,7,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,1.1,0.9,NA,22,NA,0.56,15000,7.4,NA,19,54,8,NA,NA,NA,NA,NA,NA
S42,1981-09-02,07:00:00,NA,NA,NA,59,8,NA,NA,NA,31.81,15.21,NA,NA,0.02,NA,NA,NA,5250,0.01,NA,NA,0.6,NA,0.06,0.22,1.1,0.8,NA,20,NA,NA,16400,7.3,NA,21,39,7.1,NA,NA,NA,NA,NA,NA
S42,1981-09-16,06:00:00,NA,NA,NA,57.2,6,NA,NA,NA,20.69,13.24,NA,NA,0.11,NA,NA,NA,NA,0.1,NA,NA,0.5,NA,NA,NA,2.3,0.9,NA,20,NA,NA,16700,7.5,NA,18,52,7.9,NA,NA,NA,NA,NA,NA
S42,1981-10-06,11:00:00,NA,NA,NA,69.8,NA,NA,NA,NA,30.26,10.5,NA,NA,0.04,NA,NA,NA,5190,0.22,NA,NA,0.4,NA,0.07,0.17,5.9,0.7,NA,42,NA,1.25,15600,7.6,NA,18,12,7.9,NA,NA,NA,NA,NA,NA
S42,1981-10-20,11:00:00,NA,NA,NA,64.4,NA,NA,NA,NA,22.85,6.8,NA,NA,0.1,NA,NA,NA,NA,0.24,NA,NA,0.4,NA,NA,NA,7.2,0.7,NA,60,NA,1.25,17600,8.2,NA,18,15,7.8,NA,NA,NA,NA,NA,NA
S42,1981-11-17,09:00:00,NA,NA,NA,59,8,NA,NA,NA,19.61,11.31,NA,NA,0.26,NA,NA,NA,5100,0.36,NA,NA,0.7,NA,0.06,0.19,11,1.2,NA,40,NA,0.95,16300,6.7,NA,15,23,6.7,NA,NA,NA,NA,NA,NA
S42,1981-12-15,08:00:00,NA,NA,NA,55.4,12,NA,NA,NA,3.4,13.17,NA,NA,0.3,NA,NA,NA,1300,0.39,NA,NA,0.6,NA,0.03,0.18,15,1.2,NA,24,NA,NA,4640,7.4,NA,11,50,NA,NA,NA,NA,NA,NA,NA
S42,1982-01-28,07:15:00,NA,NA,NA,44.6,NA,NA,NA,NA,6.18,7.72,NA,NA,0.23,NA,NA,NA,580,0.68,NA,NA,0.7,NA,0.03,0.19,14,1.2,NA,20,NA,NA,2350,10,NA,7,17,7.5,NA,NA,NA,NA,NA,NA
S42,1982-02-11,06:40:00,NA,NA,NA,NA,NA,NA,NA,NA,6.79,6.29,NA,NA,0.19,NA,NA,NA,545,0.66,NA,NA,0.6,NA,0.02,0.16,12,1.1,NA,NA,NA,NA,2170,9.1,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
S42,1982-03-02,08:05:00,NA,NA,NA,50,5,NA,NA,NA,3.09,5.48,NA,NA,0.16,NA,NA,NA,240,0.4,NA,NA,0.4,NA,0.03,0.18,15,0.6,NA,18,NA,NA,1110,8.6,NA,12,72,7.7,NA,NA,NA,NA,NA,NA
S42,1982-03-16,08:40:00,NA,NA,NA,44.6,7,NA,NA,NA,4.32,5.63,NA,NA,0.24,NA,NA,NA,NA,0.61,NA,NA,0.5,NA,NA,NA,15,0.8,NA,24,NA,0.75,1720,8.3,NA,11,46,7.9,NA,NA,NA,NA,NA,NA
S42,1982-04-14,07:10:00,NA,NA,NA,53.6,3,NA,NA,NA,2.93,3.43,NA,NA,0.1,NA,NA,NA,139,0.58,NA,NA,0.5,NA,0.11,0.23,12,0.8,NA,20,NA,0.79,778,7.9,NA,14,17,NA,NA,NA,NA,NA,NA,NA
S42,1982-05-18,11:30:00,NA,NA,NA,66.2,7,NA,NA,NA,28.1,16.13,NA,NA,0.08,NA,NA,NA,262,0.41,NA,NA,0.6,NA,0.08,0.29,12,1.1,NA,13,NA,0.39,1250,8.3,NA,18,80,7.9,NA,NA,NA,NA,NA,NA
S42,1982-06-15,09:45:00,NA,NA,NA,69.8,8,NA,NA,NA,32.42,8.22,NA,NA,0.05,NA,NA,NA,222,0.26,NA,NA,0.6,NA,0.07,0.19,11,1,NA,16,NA,NA,1060,7.7,NA,19,68,7.9,NA,NA,NA,NA,NA,NA
S42,1982-06-29,11:00:00,NA,NA,NA,66.2,4,NA,NA,NA,27.63,11.73,NA,NA,0.17,NA,NA,NA,NA,0.25,NA,NA,0.4,NA,0.07,0.26,11,1,NA,39,NA,0.46,1390,7.4,NA,20,80,7.8,NA,NA,NA,NA,NA,NA
S42,1982-07-13,07:40:00,NA,NA,NA,68,6,NA,NA,NA,19.45,14.59,NA,NA,0.02,NA,NA,NA,NA,0.26,NA,NA,0.8,NA,0.06,0.25,NA,1.5,NA,16,NA,0.49,1270,6.9,NA,21,74,7.9,NA,NA,NA,NA,NA,NA
S42,1982-07-27,08:55:00,NA,NA,NA,62.6,9,NA,NA,NA,20.07,11.31,NA,NA,0.06,NA,NA,NA,NA,0.29,NA,NA,0.4,NA,NA,NA,8.7,0.8,NA,18,NA,NA,3040,7.2,NA,20,64,NA,NA,NA,NA,NA,NA,NA
S42,1982-08-10,07:30:00,NA,NA,NA,64.4,14,NA,NA,NA,22.85,20.34,NA,NA,0.04,NA,NA,NA,928,0.33,NA,NA,0.3,NA,0.08,0.23,9.3,0.8,NA,20,NA,NA,3410,7.4,NA,22,46,8,NA,NA,NA,NA,NA,NA
S42,1982-08-24,08:15:00,NA,NA,NA,60.8,13,NA,NA,NA,12.97,7.99,NA,NA,0.05,NA,NA,NA,NA,0.33,NA,NA,0.4,NA,NA,NA,9.8,0.6,NA,20,NA,NA,4170,7.5,NA,20,50,7.9,NA,NA,NA,NA,NA,NA
S42,1982-09-08,07:40:00,NA,NA,NA,69.8,NA,NA,NA,NA,9.73,4.98,NA,NA,0.04,NA,NA,NA,1050,0.3,NA,NA,0.3,NA,0.08,0.17,11,0.6,NA,26,NA,0.75,3800,7.5,NA,21,39,7.7,NA,NA,NA,NA,NA,NA
S42,1982-10-07,06:00:00,NA,NA,NA,48.2,NA,NA,NA,NA,16.68,16.21,NA,NA,0.05,NA,NA,NA,490,0.26,NA,NA,1,NA,0.09,0.35,14,1.8,NA,NA,NA,NA,1980,8.6,NA,15,81,7.4,NA,NA,NA,NA,NA,NA
S42,1982-10-20,06:35:00,NA,NA,NA,60.8,NA,NA,NA,NA,10.81,11.42,NA,NA,0.04,NA,NA,NA,NA,0.24,NA,NA,0.3,NA,NA,NA,12,0.6,NA,16,NA,NA,1920,7.9,NA,17,62,8,NA,NA,NA,NA,NA,NA
S42,1982-11-05,08:25:00,NA,NA,NA,50,NA,NA,NA,NA,14.67,14.05,NA,NA,0.11,NA,NA,NA,666,0.28,NA,NA,0.5,NA,0.07,0.3,13,1.2,NA,18,NA,0.49,2500,6.2,NA,14,76,7.9,NA,NA,NA,NA,NA,NA
S42,1982-12-03,06:45:00,NA,NA,NA,48.2,NA,NA,NA,NA,9.73,13.78,NA,NA,0.13,NA,NA,NA,324,0.52,NA,NA,0.9,NA,0.13,0.32,13,1.3,NA,NA,NA,NA,1390,8.5,NA,11,52,7.3,NA,NA,NA,NA,NA,NA
S42,1983-01-04,08:30:00,NA,NA,NA,37.4,1,NA,NA,NA,5.71,5.87,NA,NA,0.2,NA,NA,NA,178,0.34,NA,NA,0.4,NA,0.03,0.19,15,0.9,NA,20,NA,0.5,869,9.2,NA,6,56,7.3,NA,NA,NA,NA,NA,NA
