Kingdom,Phylum,Class,Genus,Taxon,AlgalGroup,Authority,Authority Source,Current Name,Synonym Authority,Synonym Authority Source,Taxonomic Classification Source,Growth Habit,Habitat Type,Salinity Range
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium cf. contortum,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium cf. komarkovae,Green Algae,Unknown,Unknown,None,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium cf. minutum,Green Algae,Unknown,Unknown,Unknown,Unknown,Unknown,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium contortum,Green Algae,(Thuret) Komárková-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium convolutum,Green Algae,(Corda) Komárkova-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium griffithii,Green Algae,(Berkeley) Komárková-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium irregulare,Green Algae,(G.M. Smith) Komárková-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium komarkovae,Green Algae,Nygaard,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium minutum,Green Algae,(Nägeli) Komáková-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium sp.,Green Algae,Komárková-Legnerová,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,solitary or colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Monoraphidium,Monoraphidium tortile,Green Algae,(West and G.S. West) Komárková-Legnerová,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,solitary,planktonic,freshwater
Plantae,Chlorophyta,Ulvophyceae,Monostroma,Monostroma sp.,Green Algae,Thuret,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,brackish to marine
Plantae,Chlorophyta,Zygnematophyceae,Mougeotia,Mougeotia sp.,Green Algae,Agardh,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,filamentous,floating or benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Mucidosphaerium,Mucidosphaerium sp.,Green Algae,"C. Bock, Proschold and Krienitz",www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Myxobaktron,Myxobaktron sp.,Cyanobacteria,W. Schmidle,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater to marine
Unknown,Unknown,Unknown flagellates,Unknown flagellates,Nanoflagellates,Unknown Flagellates,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula amphiceropsis,Pennate Diatoms,Lange-Bertalot and Rumrich,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula antonii,Pennate Diatoms,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula bacillum,Pennate Diatoms,Ehrenberg,www.algaebase.org,Sellaphora bacillum,(Ehrenberg) D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula capitatoradiata,Pennate Diatoms,Germain,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula caroliniae,Pennate Diatoms,Bahls,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. antonii,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. caterva,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. eileeniae,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. germainii,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. gregaria,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. lanceolata,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. rhynchotella,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,planktonic,brackish to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. rostellata,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. salinarum,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula confervacea,Pennate Diatoms,(Kützing) Grunow,www.algaebase.org,Diadesmis confervacea,Kützing,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cryptocephala,Pennate Diatoms,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cuspidata,Pennate Diatoms,(Kützing) Kützing,www.algaebase.org,Craticula cuspidata,(Kützing) D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula erifuga,Pennate Diatoms,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula cf. erifuga,Pennate Diatoms,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula exigua,Pennate Diatoms,(W. Gregory) Grunow,www.algaebase.org,Placoneis exigua,(W. Gregory) Mereschkovsky,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula gregaria,Pennate Diatoms,Donkin,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula hungarica,Pennate Diatoms,Grunow,www.algaebase.org,Hippodonta hungarica,"(Grunow) Lange-Bertalot, Metzeltin and Witkowski",www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula lanceolata,Pennate Diatoms,Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula pupula,Pennate Diatoms,Kützing,www.algaebase.org,Sellaphora pupula,(Kützing) Mereschkowsky,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater to brackish
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula pygmaea,Pennate Diatoms,Kützing,www.algaebase.org,Fallacia pygmaea,(Kützing) A.J. Stickle and D.G. Mann,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula radiosa,Pennate Diatoms,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula rostellata,Pennate Diatoms,Kützing,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula sp.,Pennate Diatoms,Bory de St.-Vincent,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula spp.,Pennate Diatoms,Bory de St.-Vincent,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula tripunctata,Pennate Diatoms,(O.F. Müller) Bory de Saint-Vincent,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula trivialis,Pennate Diatoms,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula viridula,Pennate Diatoms,(Kützing) Ehrenberg,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula viridula var. rostellata,Pennate Diatoms,(Kützing) Cleve,www.algaebase.org,Navicula rostellata,Kützing,www.algaebase.org,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navicula,Navicula wildii,Pennate Diatoms,Lange-Bertalot,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Navigeia,Navigeia decussis,Pennate Diatoms,(Østrup) Bukhtiyarova,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium affine,Pennate Diatoms,(Ehrenberg) Pfizer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium apiculatum,Pennate Diatoms,Reimer,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium bisulcatum,Pennate Diatoms,(Lagerstedt) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium dubium,Pennate Diatoms,(Ehrenberg) Cleve,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Neidium,Neidium sp.,Pennate Diatoms,Pfitzer,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Nephrocytium,Nephrocytium agardhianum,Green Algae,Nägeli,www.algaebase.org,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Plantae,Chlorophyta,Chlorophyceae,Nephrocytium,Nephrocytium sp.,Green Algae,Nägeli,Wehr and Sheath 2003,None,N/A,N/A,Wehr and Sheath 2003,colonial,planktonic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia acicularis,Pennate Diatoms,(Kützing) W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia amphibia,Pennate Diatoms,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia angustata,Pennate Diatoms,(W. Smith) Grunow,www.algaebase.org,Tryblionella angustata,W. Smith,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia apiculata,Pennate Diatoms,(W. Gregory) Grunow,www.algaebase.org,Tryblionella apiculata,W. Gregory,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia brevissima,Pennate Diatoms,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia capitellata,Pennate Diatoms,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. acicularis,Pennate Diatoms,Unknown,Unknown,Unknown,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. balcanica,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. dissipata,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. fonticola,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. gracilis,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. inconspicua,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. kurzeana,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. minuta,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. sigma,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. thermaloides,Pennate Diatoms,Unknown,Unknown,None,Unknown,Unknown,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia clausii,Pennate Diatoms,Hantzsch,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia columbiana,Pennate Diatoms,Sovereign,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia denticula,Pennate Diatoms,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia desertorum ,Pennate Diatoms,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia dissipata,Pennate Diatoms,(Kützing) Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia filiformis,Pennate Diatoms,(W. Smith) Van Heurck,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia fonticola,Pennate Diatoms,(Grunow) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia frustulum,Pennate Diatoms,(Kützing) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia fruticosa,Pennate Diatoms,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia gracilis,Pennate Diatoms,Hantzsch,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia incerta,Pennate Diatoms,(Grunow) M. Peragallo,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia incognita,Pennate Diatoms,Legler & Krasske,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia inconspicua,Pennate Diatoms,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia lacunarum,Pennate Diatoms,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia liebetruthii,Pennate Diatoms,Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish to marine
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia ligowski,Pennate Diatoms,"Witkowski, Lange-Bertalot, Kociolek & Brzezinska",www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia linearis,Pennate Diatoms,W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia longissima,Pennate Diatoms,(Brébisson) Ralfs,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia lorenziana,Pennate Diatoms,Grunow,www.algaebase.org,Nitzschia incurva var. lorenziana,R. Ross,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia palea,Pennate Diatoms,(Kützing) W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia parvula,Pennate Diatoms,W. Smith,www.algaebase.org,Nitzschia brevissima,Grunow,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia pura,Pennate Diatoms,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia recta,Pennate Diatoms,Hantzsch ex Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. recta,Pennate Diatoms,Hantzsch ex Rabenhorst,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia reversa,Pennate Diatoms,W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia cf. reversa,Pennate Diatoms,W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia sigma,Pennate Diatoms,(Kützing) W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,brackish
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia sigmoidea,Pennate Diatoms,(Nitzsch) W. Smith,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia sinuata,Pennate Diatoms,(Thwaites) Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia sociabilis,Pennate Diatoms,Hustedt,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia soratensis,Pennate Diatoms,E.A. Morales & M.L. Vis,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia sp.,Pennate Diatoms,Hassall,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater to marine
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia tryblionella,Pennate Diatoms,Hantzsch,www.algaebase.org,Tryblionella hantzschiana,Grunow,www.algaebase.org,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia tubicola,Pennate Diatoms,Grunow,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary,benthic,marine
Chromista,Ochrophyta,Bacillariophyceae,Nitzschia,Nitzschia vermicularis,Pennate Diatoms,(Kützing) Hantzsch,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic or benthic,freshwater
Bacteria,Cyanobacteria,Cyanophyceae,Nostoc,Nostoc sp.,Cyanobacteria,Vaucher ex Bornet et Flahault,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,filamentous,benthic,freshwater
Chromista,Ochrophyta,Chrysophyceae,Ochromonas,Ochromonas sp.,Chrysophytes,Wyssotzki,Wehr and Sheath 2003,None,N/A,N/A,Cavalier-Smith 1998,solitary,planktonic,freshwater
Chromista,Ochrophyta,Coscinodiscophyceae,Odontella,Odontella aurita,Centric Diatoms,(Lyngbye) C. Agardh,www.algaebase.org,None,N/A,N/A,Cavalier-Smith 1998,solitary or colonial,planktonic,marine
