Station,Date,Time,SampleDescription,FieldNotes,Weather,AirTemp,WindVelocity,WindDirection,NorthLat,WestLong,Chla,Pheophytin,TotAlkalinity,TotAmmonia,DissAmmonia,DissBromide,DissCalcium,TotChloride,DissChloride,DissNitrateNitrite,DOC,TOC,DON,TON,DissOrthophos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Depth,Secchi,Microcystis,LightExtinction,SpCndSurface,DOSurface,DOpercentSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,DOBottom,DOpercentBottom,WTBottom,TurbidityBottom,pHBottom
D8,10/6/1992,13:00,,,,75.2,11,,,,1.59,0.54,,,ND,,,,5590,0.47,,,0.2,,0.14,0.17,10,,,,0.2,,80,,,17200,8.3,,21,7,7.8,,,,,,
D8,10/21/1992,13:00,,,,77,14,225,,,1.16,0.17,,,0.01,,,,,0.43,,,0.1,,,,9.1,,,,0.2,,92,,,21600,8.5,,19,4,8,,,,,,
D8,11/4/1992,12:40,,,,64.4,4,23,,,0.63,1.52,,,0.03,,,,5940,0.46,,,0.3,,0.14,0.17,11,,,,0.4,,80,,,18000,8.2,,18,11,8,,,,,,
D8,12/4/1992,11:30,,,,62.6,,,,,0.2,0.82,,,0.09,,,,6470,0.39,,,0.1,,0.12,0.16,10,,,,0.4,,60,,,20300,9.6,,13,9,7.7,,,,,,
D8,1/20/1993,13:15,,,,,35,135,,,0.85,2.16,,,0.12,,,,61,0.76,,,0.4,,0.07,0.24,16,,,,0.9,,22,,,361,10.4,,9,96,7.9,,,,,,
D8,2/17/1993,11:50,,,,53.6,32,135,,,0.96,1.13,,,0.12,,,,72,0.62,,,0.6,,0.07,0.26,16,,,,1,,18,,,478,9.8,,11,60,8.2,,,,,,
D8,3/17/1993,12:55,,,,62.6,14,135,,,1.08,1.22,,,0.08,,,,74,0.51,,,0.3,,0.08,0.2,16,,,,0.7,,32,,,499,9.1,,17,32,8,,,,,,
D8,4/15/1993,11:10,,,,64.4,19,315,,,3.06,2.55,,,0.04,,,,22,0.18,,,ND,,0.05,0.07,17,,,,0.2,,44,,,230,9.9,,16,16,8,,,,,,
D8,5/18/1993,15:10,,,,75.2,17,225,,,16.8,4.1,,,ND,,,,303,0.4,,,0.1,,0.05,0.11,12,,,,0.4,,34,,,952,10.4,,20,23,8.2,,,,,,
D8,6/15/1993,15:05,,,,82.4,19,225,,,14.53,3.5,,,ND,,,,29,0.11,,,0.2,,0.03,0.09,11,,,,0.4,,42,,,209,9.8,,21,16,8.2,,,,,,
D8,7/14/1993,12:55,,,,78.8,17,225,,,2.21,2.25,,,0.03,,,,1200,0.27,,,0.2,,0.09,0.13,11,,,,0.3,,36,,,4010,8.6,,21,31,7.9,,,,,,
D8,7/28/1993,13:15,,,,73.4,30,225,,,,,,,0.04,,,,,0.3,,,0.3,,,,11,,,,0.4,,44,,,5820,8.5,,22,33,8,,,,,,
D8,8/11/1993,11:55,,,,73.4,14,270,,,1.68,1.69,,,0.02,,,,647,0.26,,,0.1,,0.08,0.1,14,,,,0.4,,40,,,2530,14.2,,21,25,7.9,,,,,,
D8,9/10/1993,11:40,,,,71.6,21,270,,,1.34,1.23,,,0.05,,,,2490,0.32,,,ND,,0.09,0.1,15,,,,0.3,,36,,,7990,8.4,,21,25,7.9,,,,,,
D8,10/12/1993,14:30,,,,73.4,3,270,,,0.74,0.5,,,0.06,,,,5000,0.38,,,0.2,,0.1,0.12,14,,,,0.3,,64,,,14900,8.4,,20,9,7.8,,,,,,
D8,11/10/1993,12:35,,,,62.6,,,,,0.9,0.89,,,0.08,,,,6110,0.37,,,0.2,,0.1,0.11,13,,,,0.3,,88,,,17500,8.6,,17,8,7.6,,,,,,
D8,12/8/1993,11:35,,,,53.6,37,135,,,1.37,1.62,,,0.15,,,,5920,0.34,,,0.3,,0.1,0.14,11,,,,0.5,,36,,,17400,9.5,,11,22,7.8,,,,,,
D8,1/7/1994,12:55,,,,42.8,14,45,,,0.66,1.11,,,0.18,,,,4350,0.39,,,0.3,,0.08,0.11,14,,,,0.5,,40,,,13700,10.2,,9,20,7.6,,,,,,
D8,2/7/1994,13:55,,,,50,,,,,0.77,0.7,,,0.18,,,,4680,0.42,,,0.2,,0.08,0.12,14,,,,0.5,,52,,,14300,9.8,,12,14,7.5,,,,,,
D8,3/8/1994,13:45,,,,62.6,,,,,0.96,0.86,,,0.13,,,,1220,0.52,,,0.3,,0.08,0.14,17,,,,0.6,,34,,,4410,9.5,,16,25,7.8,,,,,,
D8,4/5/1994,10:55,,,,75.2,11,225,,,1.13,0.91,,,0.12,,,,2660,0.54,,,0.3,,0.09,0.13,17,,,,0.4,,40,,,7160,9,,16,28,8.1,,,,,,
D8,5/6/1994,13:05,,,,64.4,17,158,,,1.14,2.11,,,0.1,,,,2990,0.57,,,0.2,,0.1,0.2,15,,,,0.5,,28,,,9240,8.8,,18,46,,,,,,,
D8,6/20/1994,14:30,,,,73.4,21,225,,,1.96,1.23,,,0.08,,,,5240,0.48,,,0.3,,0.12,0.18,9.9,,,,0.5,,38,,,15900,7.5,,21,29,,,,,,,
D8,6/30/1994,9:55,,,,66.2,29,225,,,,,,,0.06,,,,,0.3,,,0.2,,,,9.9,,,,0.4,,38,,,14800,8,,21,16,,,,,,,
D8,7/19/1994,13:45,,,,68,23,225,,,1.7,1.97,,,0.06,,,,5140,0.38,,,0.1,,0.1,0.18,10,,,,0.4,,28,,,15000,8.2,,20,32,7.7,,,,,,
D8,7/29/1994,9:30,,,,69.8,11,270,,,1.14,0.95,,,0.07,,,,,0.93,,,0.2,,,,12,,,,0.4,,40,,,14100,8.3,,21,16,7.9,,,,,,
D8,8/17/1994,14:00,,,,78.8,25,248,,,,,,,0.03,,,,6060,0.52,,,0.2,,0.13,0.15,11,,,,0.3,,44,,,16900,7.9,,23,19,7.9,,,,,,
D8,9/14/1994,12:30,,,,73.4,5,270,,,2.05,0.9,,,0.02,,,,5400,0.41,,,0.2,,0.12,0.14,13,,,,0.3,,58,,,16400,8.3,,21,13,7.6,,,,,,
D8,9/28/1994,11:45,,,,64.4,17,225,,,1.53,0.39,,,0.02,,,,,0.3,,,0.2,,,,13,,,,0.2,,52,,,13600,8.9,,20,14,7.8,,,,,,
D8,10/27/1994,10:45,,,,59,21,270,,,0.39,0.4,,,0.08,,,,5540,0.43,,,0.1,,0.12,0.15,13,,,,0.2,,60,,,16500,8.8,,17,12,7.7,,,,,,
D8,11/30/1994,14:05,,,,57.2,8,45,,,0.46,1.4,,,0.16,,,,7120,0.45,,,0.3,,0.11,0.16,12,,,,0.5,,40,,,20600,11,,11,,7.6,,,,,,
D8,12/15/1994,15:00,,,,50,,,,,0.59,0.65,,,0.2,,,,4790,0.48,,,0.3,,0.1,0.16,14,,,,0.5,,60,,,14900,10.2,,10,15,7.5,,,,,,
D8,1/25/1995,10:50,,,,57.2,,,,,0.36,1.14,,,0.05,,,,13,0.4,,,0.2,,0.06,0.16,17,,,,0.4,,20,,,182,10.1,,10,80,7.3,,,,,,
D8,2/8/1995,9:45,,,,51.8,11,68,,,0.42,0.47,,,0.04,,,,8,0.35,,,0.3,,0.06,0.15,17,,,,0.5,,24,,,158,9.3,,12,60,,,,,,,
D8,3/27/1995,12:20,,,,59,20,,,,1.27,0.75,,,0.04,,,,6,0.23,,,0.2,,0.04,0.13,16,,,,0.4,,20,,,139,10.9,,11,64,7.7,,,,,,
D8,4/24/1995,12:30,,,,66.2,10,315,,,2.36,1.71,,,0.04,,,,14,0.17,,,0.1,,0.04,0.06,16,,,,0.2,,44,,,168,10.2,,15,15,7.2,,,,,,
D8,5/10/1995,11:40,,,,60.8,18,225,,,2.55,1.33,,,0.03,,,,5,0.08,,,ND,,0.03,0.06,14,,,,0.2,,56,,,108,9.5,,16,17,6.8,,,,,,
D8,6/21/1995,11:35,,,,80.6,,,,,1.85,1.27,,,0.04,,,,8,0.15,,,ND,,0.04,0.06,13,,,,0.1,,52,,,120,9,,20,10,7.4,,,,,,
D8,7/6/1995,11:05,,,,71.6,17,225,,,3.07,2.15,,,0.02,,,,11,0.13,,,ND,,0.03,0.08,14,,,,0.2,,40,,,132,8.5,,21,16,7.4,,,,,,
D8,8/18/1995,10:30,,,,75.2,7,225,,,1.82,1.3,,,0.03,,,,716,0.21,,,ND,,0.05,0.09,14,,,,0.1,,28,,,2950,8.1,,23,25,7.9,,,,,,
D8,9/18/1995,11:30,,,,82.4,,,,,2.02,1.43,,,0.03,,,,521,0.21,,,0.2,,0.05,0.07,16,,,,0.3,,30,,,2370,8.6,,21,21,7.5,,,,,,
D8,10/17/1995,10:35,,,,69.8,12,225,,,1,1.23,,,0.04,,,,1160,0.26,,,0.1,,0.06,0.07,15,,,,0.3,,30,,,4080,8.8,,18,21,7.7,,,,,,
D8,11/15/1995,9:40,,,,62.6,11,270,,,0.52,0.64,,,0.06,,,,2780,0.17,,,,,0.06,0.15,14,,,,0.3,,40,,,9460,9,,16,18,7.6,,,,,,
D8,12/18/1995,12:05,,,,46.4,18,45,,,0.6,1.76,,,0.12,,,,802,0.47,,,0.1,,0.08,0.08,16,,,,0.4,,24,,,2970,9.2,,12,36,7.6,,,,,,
D8,1/29/1996,10:50,,,"Calm, foggy",,,,,,0.6,0.79,,,0.07,,,,34,0.42,,,0.3,,0.05,0.13,17,,,,0.4,,24,,,270,10.6,,10,37,,,,,,,
D8,2/14/1996,12:30,,,Foggy,,,,,,0.94,0.45,,,0.05,,,,12,0.33,,,0.2,,0.04,0.1,16,,,,0.4,41,24,,,162,9,,13,52,,,,,,,
D8,3/14/1996,11:40,,,"Sunny, calm",,,,,,1.53,0.75,,,0.05,,,,14,0.37,,,0.2,,0.05,0.09,16,,,,0.5,41,32,,,193,9.9,,14,21,,,,,,,
D8,4/11/1996,10:35,,,"Cold, Clear to partly cloudy",,,,,,1.37,1.53,,,0.04,,,,15,0.28,,,0.1,,0.04,0.08,15,,,,0.2,39,44,,,302,9.1,,16,21,,,,,,,
D8,5/14/1996,14:00,,,"Cool,  cloudy, calm",,,,,,3.15,1.35,,,0.03,,,,505,0.26,,,0.2,,0.05,0.1,15,,,,0.3,42,38,,,1730,8.6,,20,29,,,,,,,
D8,6/10/1996,11:25,,,"Cool, breezy",,,,,,1.78,1.63,,,0.02,,,,54,0.21,,,0.2,,0.04,0.11,16,,,,0.3,40,38,,,305,8.7,,22,27,,,,,,,
D8,7/24/1996,10:25,,,"Clear, windy, warm",,,,,,1.34,1.75,,,0.07,,,,2100,0.32,,,0.2,,0.08,0.13,15,,,,0.4,40,22,,,6900,8.2,,21,33,,,,,,,
D8,8/22/1996,10:10,,,"Sunny, Clear",,,,,,0.97,1.44,,,0.04,,,,1990,0.27,,,0.1,,0.08,0.13,15,,,,0.3,12,36,,,5480,8.4,,21,21,,,,,,,
D8,9/20/1996,9:45,,E.C. via Sea Bird,"Sunny, calm, cool",,,,,,1.08,1.29,,,0.05,,,,2310,0.25,,,0.2,,0.08,0.12,16,,,,0.3,41,44,,,8052,8.5,,20,15,,,,,,,
D8,10/21/1996,11:25,,,Sunny Calm,,,,,,1.3,0.88,,,0.07,,,,4490,0.32,,,0.3,,0.09,0.12,13,,,,0.3,42,60,,,14100,8.8,,18,13,,,,,,,
D8,11/20/1996,11:40,,,"Foggy, calm",,,,,,0.54,1.51,,,0.14,,,,4980,0.33,,,0.2,,0.08,0.43,12,,,,0.3,43,36,,,16500,9,,14,25,,,,,,,
D8,12/18/1996,11:15,,,"Foggy, cold",,,,,,0.37,1.79,,,0.07,,,,17,0.27,,,0.2,,0.01,0.12,15,,,,0.5,42,32,,,166,10,,11,24,,,,,,,
D8,1/30/1997,9:30,,,"Foggy, cloudy",,,,,,0.36,0.59,,,0.1,,,,8,0.51,,,0.3,,0.06,0.2,13,,,,0.6,43,23,,,138,7.8,,12,47,,,,,,,
D8,2/19/1997,13:20,,,"Overcast, breezy",,,,,,1.4,0.67,,,0.05,,,,12,0.36,,,0.2,,0.03,0.09,16,,,,0.3,40,30,,,183,10,,12,27,,,,,,,
D8,3/18/1997,11:25,,,"Clear, calm",,,,,,1.07,1.26,,,0.08,,,,523,0.36,,,0.2,,0.04,0.1,14,,,,0.4,40,42,,,1820,9.5,,14,27,,,,,,,
D8,4/16/1997,10:55,,,"Clear, cool, calm",,,,,,1.85,2.55,,,0.08,,,,1530,0.42,,,0.3,,0.06,0.14,13,,,,0.5,41,18,,,4900,9.1,,17,56,,,,,,,
D8,5/15/1997,10:25,,,"Calm, warm, with thin clouds",,,,,,0.57,2.08,,,0.06,,,,1190,0.51,,,0.2,,0.07,0.12,13,,,,0.4,38,20,,,3898,8.4,,20,30,,,,,,,
D8,6/13/1997,9:30,,,"Ptly cloudy, breezy",,,,,,0.88,1.18,,,0.05,,,,1750,0.46,,,0.3,,0.11,0.14,13,,,,0.4,38,40,,,6730,8.5,,20.9,20,,,,,,,
D8,7/14/1997,10:55,,,"Cool, breezy",,,,,,1.27,0.81,,,0.05,,,,2490,0.43,,,0.2,,0.08,0.15,14,,,,0.5,37,32,,,7930,8.2,,22.2,29,,,,,,,
D8,8/13/1997,11:35,,,"Cool, clear, windy",,,,,,0.43,3.52,,,0.03,,,,1700,0.31,,,0.2,,0.08,0.13,15,,,,0.3,40,43,,,5670,8.4,,22,26,,,,,,,
D8,9/10/1997,10:30,,Turbidimeter out,"Cloudy, windy",,,,,,2.93,1,,,0.01,,,,2310,0.32,,,0.3,,0.08,0.12,14,,,,0.4,37,58,,,8170,8.3,,22,,,,,,,,
D8,10/9/1997,10:50,,D.O. HydroLab,"Cloudy, calm",,,,,,0.6,0.34,,,0.04,,,,5360,0.29,,,0.2,,0.08,0.09,12,,,,0.2,36,70,,,15800,8.1,,18.8,6,,,,,,,
D8,11/7/1997,9:20,,,"Sunny, Breezy",,,,,,0.42,0.66,,,0.12,,,,6220,0.35,,,0.3,,0.08,0.13,12,,,,0.5,40,64,,,18700,8.4,,17.2,13,,,,,,,
D8,12/10/1997,12:10,,9.9 - D.O. hydrolab,"Clear, Light wind",,,,,,0.49,1.01,,,0.17,,,,1840,0.47,,,0.4,,0.08,0.15,17,3520,51.2,4,0.6,43,48,,,6260,9.9,,11.7,32,,,,,,,
D8,1/8/1998,11:30,,,"overcast, calm",,,,,,0.66,1.28,,,ND,,,,3050,0.52,,,0.3,,0.08,0.16,17.4,ND,58.4,6,0.7,44,40,,,9460,10.3,,9.4,34,,,,,,,
D8,2/5/1998,10:25,,,"Raining, cloudy",,,,,,,,,,0.07,,,,12,0.46,,,0.2,,0.05,0.16,16.7,115,79,9,0.6,45,26,,,181,9.5,,11.1,56,,,,,,,
D8,3/9/1998,13:25,,,"sunny, warm",,,,,,,,,,0.06,,,,15,0.48,,,0.1,,0.07,0.12,16.6,148,22.4,2,0.3,42,32,,,227,9.9,,12.7,21,,,,,,,
D8,4/22/1998,12:40,,,"cool, windy",,,,,,2.72,1.2,,,0.04,,,,14,0.29,,,0.2,,0.03,0.07,15.5,168,11.6,1,0.4,41,71,,,211,9.4,,16.8,10,,,,,,,
D8,5/20/1998,10:30,Site #2,,"sunny, warm, breezy",,,,,,1.62,1.02,,,0.06,,,,11,0.27,,,0.1,,0.05,0.05,15.9,100,15.2,1,0.2,42,48,,,159,9.2,,15.96,12,,,,,,,
D8,6/18/1998,10:40,,,"light wind, clear",,,,,,2.06,0.94,,,0.04,,,,8,0.18,,,0.1,,0.04,0.09,16.5,86,21.6,3,0.3,43,29,,,150,8.6,,19.73,17,,,,,,,
D8,7/17/1998,11:05,,,,,,,,,2.81,1.47,,,0.02,,,,28,0.22,,,0.2,,0.06,0.12,16.3,157,44.8,6,0.3,42,29,,,360,6.9,,23,24,,,,,,,
D8,8/13/1998,8:00,,,"Windy, Cool",,,,,,1.76,2.24,,,0.03,,,,790,0.27,,,0.2,,0.07,0.15,15.2,1540,68,8,0.4,42.4,21,,,2722,7.7,,22.9,46,,,,,,,
D8,9/14/1998,10:25,,,"Sunny, light wind",,,,,,2.51,2.76,,,0.02,,,,157,0.21,,,0.1,,0.04,0.12,15.7,392,50,5,0.3,41,27,,,763,8.1,,22.48,22,,,,,,,
D8,10/15/1998,12:05,,,"clear, calm, warm",,,,,,2.27,1.75,,,0.05,,,,1240,0.31,,,0.2,,0.06,0.13,15.4,2340,62,7,0.5,43,32,,,4174,8.9,,17.6,36,,,,,,,
D8,11/16/1998,13:00,,,"calm, partly cloudy",,,,,,2,1.6,,,0.12,,,,2500,0.37,,,0.2,,0.07,0.13,15.2,4700,48,4,0.4,43,38,,,8282,9.2,,14.12,28.9,,,,,,,
D8,12/15/1998,12:45,,,"Clear, light winds",,,,,,ND,ND,,,0.06,,,,31,0.27,,,0.2,,0.03,0.09,20.1,139,16,1,0.3,42,36,,,216,10.5,,10.5,17,,,,,,,
D8,1/11/1999,10:45,,,,,,,,,1.2,0.8,,,0.14,,,,1510,0.39,,,0.2,,0.05,0.09,,2800,18,3,0.4,45,40,,,4840,11.4,,7.4,13.5,,,,,,,
D8,2/10/1999,11:55,,,,,,,,,0.8,0.5,,,0.11,,,,10,0.42,,,0.2,,0.05,0.09,,148,23,5,0.4,43,36,,,181,11.3,,9.7,30,,,,,,,
D8,3/11/1999,10:50,,,Sunny and Clear,,,,,,2.1,1,,,0.04,,,,6,0.16,,,0.1,,0.03,0.07,17.6,84,12,2,0.4,42,40,,,134,10.6,,10.5,13.9,,,,,,,
D8,4/12/1999,12:05,,,"Sunny, Clear, Breezy",,,,,,2.8,1.73,,,0.09,,,,1090,0.25,,,0.2,,0.04,0.09,14.6,2030,40,6,0.4,42,40,,,3242,10,,12.7,24.2,,,,,,,
D8,5/11/1999,12:20,,,"Sunny, warm, light to medium breeze",,,,,,,,,,0.06,,,,447,0.28,,,ND,,0.04,0.12,14.6,904,61,10,0.4,39,24,,,1720,9.5,,16.9,42,,,,,,,
D8,6/9/1999,10:40,,,,,,,,,4.96,3.39,,,0.04,,,,161,0.37,,,0.1,,0.04,0.17,16.1,377,90,10,0.7,41,20,,,733,8.7,,18.4,68.9,,,,,,,
D8,7/8/1999,11:50,,,"Sunny, warm",,,,,,1.93,2.07,,,0.05,,,,1760,0.45,,,0.2,,0.07,0.16,14.7,3340,60,9,0.4,37,20,,,6116,7.95,,21.6,47.1,,,,,,,
D8,8/5/1999,9:40,,,"Overcast, cool, breezy",,,,,,3.71,1.38,,,0.04,,,,951,0.31,,,0.1,,0.07,0.14,19.2,1790,62,8,0.4,41,32,,,3240,8.9,,20.3,39,,,,,,,
D8,9/20/1999,12:05,,,"Sunny, Hazy, Windy",,,,,,2.17,0.93,,,0.05,,,,3420,0.34,,,0.1,,0.08,0.13,16.9,6370,30,4,0.4,40,36,,,11244,8.6,,18.5,21.1,,,,,,,
D8,10/19/1999,11:20,,,"Sunny, warm, calm",,,,,,1.49,1.45,,,0.06,,,,5780,0.34,,,0.2,,0.08,0.12,13.2,10700,22,2,0.4,44,58,,,17827,8.58,,18.5,16.5,,,,,,,
D8,11/18/1999,11:15,,,"Clear, cold, breezy",,,,,,1.13,0.71,,,0.14,,,,4960,0.37,,,0.2,,0.07,0.12,12.6,9060,24,1,0.4,43,52,,,15380,8.8,,15.8,14,,,,,,,
D8,12/20/1999,13:20,,,"Sunny, warm",,,,,,1.05,1.86,,,0.18,,,,3570,0.38,,,0.2,,0.07,0.13,15.1,7500,44,5,0.6,39.6,38,,,11579,9.4,,10.4,34.9,,,,,,,
D8,1/18/2000,12:25,,,"Overcast, calm",,,,,,2.07,2.26,,,0.17,,,,5530,0.42,,,0.2,,0.07,0.14,13,9640,50,7,0.6,42,32,,,16520,9.9,,10.5,28,,,,,,,
D8,2/16/2000,13:05,,Research vessel Compliance used for sampling,"cool, calm, overcast",,,,,,1.5,1.56,,,0.08,,,,16,0.46,,,0.3,,0.06,0.12,18.3,132,34,4,0.5,45,32,,,200,9.5,,11.76,26,,,,,,,
D8,3/15/2000,11:10,,,"Clear, cool, breezy",,,,,,1.41,0.57,,,0.06,,,,9,0.26,,,ND,,0.04,0.08,17.7,95,15,1,0.4,43.4,44,,,164,9.8,,13.5,20,,,,,,,
D8,4/13/2000,11:15,,,"Sunhy, cool, windy",,,,,,20.8,4.81,,,0.05,,,,580,0.23,,,0.2,,0.13,0.16,15.1,1140,55,11,0.5,39,26,,,2260,9.6,,17,52.9,,,,,,,
D8,5/15/2000,13:35,,Turner nephelometer used in lieu of Hach,"Raining, hard",,,,,,3.45,5.15,,,0.07,,,,338,0.26,,,0.2,,0.05,0.14,15.5,708,82,8,0.4,43,22,,,1310,9.1,,16.5,73.9,,,,,,,
D8,6/12/2000,12:05,,,mostly sunny and warm,,,,,,1.63,2.85,,,0.05,,,,842,0.43,,,0.2,,0.07,0.16,14.7,1710,81,8,0.4,40,16,,,3112,8.7,,20.8,50.3,,,,,,,
D8,7/10/2000,11:30,,,"Sunny, warm, strong west winds 20-25 mph",,,,,,1.6,1.36,,,0.06,,,,2280,0.42,,,0.2,,0.08,0.17,14.7,4440,50,5,1.8,40.4,34,,,7049,8.1,,20.8,31.7,,,,,,,
D8,8/8/2000,10:45,,,"Clear, Cool, moderate wind",,,,,,1.6,1.47,,,0.04,,,,1190,0.3,,,0.1,,0.07,0.12,14.6,2200,43,5,0.3,43.9,20,,,4146,8.7,,21.6,26,,,,,,,
D8,9/7/2000,11:40,,What appears to be Acystis seen.,"Warm, sunny, light wind",,,,,,1.35,0.52,,,0.05,,,,2200,0.32,,,0.2,,0.08,0.12,15.4,4040,18,2,0.3,40,53,,,7726,8.5,,20.4,16.4,,,,,,,
D8,10/5/2000,9:25,,,Waters are calm,,,,,,2,1.03,,,0.07,,,,4270,0.35,,,0.6,,0.09,0.13,12.4,7960,26,3,0.8,43.4,40,,,12382,8.4,,19.3,17,,,,,,,
D8,11/6/2000,11:20,,,,,,,,,1.02,1.05,,,0.12,,,,4900,0.39,,,0.2,,0.08,0.13,12.4,9080,34,2,0.5,40,32,,,15300,8.9,,15.28,20.8,,,,,,,
D8,12/6/2000,11:30,,,"Cold, foggy, windy",,,,,,0.83,0.95,,,0.19,,,,6010,0.41,,,0.5,,0.08,0.12,12.9,11100,26,2,0.8,43,38,,,17900,9.5,,11,15,,,,,,,
D8,1/5/2001,11:00,,,clear and sunny,,,,,,1.01,1.09,,,0.19,,,,7060,0.41,,,0.3,,0.07,0.12,12.8,12700,38,7,0.6,43.2,36,,,20700,9.75,,9.92,18,,,,,,,
D8,2/5/2001,10:50,,,"Slightly overcast, sunny",,,,,,1.9,1.25,,,0.19,,,,3380,0.43,,,0.3,,0.06,0.11,15.4,5980,28,4,0.6,41,40,,,9995,10.3,,10,19,,,,,,,
D8,3/19/2001,10:55,,,"Sunny, warm, slightly overcast",,,,,,1.14,1.03,,,0.09,,,,255,0.38,,,0.3,,0.05,0.15,15.7,556,40,4,0.7,41.4,18,,,934,9.4,,14.5,54.2,,,,,,,
D8,4/17/2001,10:30,,,"Sunny, warm",,,,,,1.86,0.98,,,0.1,,,,1520,0.7,,,0.5,,0.06,0.17,17.3,2740,39,4,0.6,39,32,,,5202,9,,16.9,29,,,,,,,
D8,5/17/2001,11:00,,,"Warm, clear",,,,,,1.17,1.18,,,0.08,,,,2480,0.44,,,0.3,,0.09,0.13,14.8,4080,30,3,0.5,39.4,30,,,7535,8.6,,20.1,25.7,,,,,,,
D8,6/14/2001,9:20,,,"Clear, Calm, Warm",,,,,,3.63,1.23,,,0.06,,,,2290,0.58,,,0.3,,0.1,0.13,13.8,4100,20,2,0.5,41,42,,,7272,8.6,,21.2,15.8,,,,,,,
D8,7/16/2001,11:25,,,"Windy, Cool, Partly Cloudy",,,,,,1.93,0.84,,,0.07,,,,3880,0.46,,,0.3,,0.1,0.15,14.2,6940,26,3,0.5,39.7,42,,,11750,8.3,,20.5,18.1,,,,,,,
D8,8/14/2001,11:10,,,"Increasing winds, cool",,,,,,1.41,0.83,,,0.07,,,,3990,0.42,,,0.2,,0.11,0.14,13.9,6890,30,2,0.4,38.6,46,,,12809,8.67,,20.67,18.1,,,,,,,
D8,9/12/2001,10:50,,,"Overcast, windy, cool",,,,,,1.74,0.71,,,0.02,,,,5290,0.45,,,0.2,,0.1,0.15,13.6,8200,27,1,0.3,41.3,39,,,15512,8.3,,20.4,15.5,,,,,,,
D8,10/11/2001,10:45,,,"Sunny, warm, light breeze",,,,,,2,0.99,,,0.08,,,,5440,0.49,,,0.2,,0.11,0.15,14.4,9910,30,4,0.4,41,36,,,16240,8.3,,18.6,14.8,,,,,,,
D8,11/13/2001,12:40,,,"Cold, overcast",,,,,,1.06,0.96,,,0.13,,,,6750,0.5,,,0.4,,0.1,0.14,12.8,12400,39,4,0.6,44,36,,,20681,8.1,,16.1,19.26,,,,,,,
D8,12/10/2001,11:05,,,"Slightly overcast, cold, with winds SW",,10,,,,0.9,2.37,,,0.19,,,,1140,0.53,,,0.4,,0.09,0.19,18.8,2200,89,9,0.9,44.4,16,,,3825,10.4,,10.8,49.7,,,,,,,
D8,1/9/2002,12:30,,,"Sunny, slight breeze, cool",,,,,,1.07,1.49,,,0.15,,,,17,0.35,,,0.3,,0.09,0.16,16.5,136,78,8,0.8,44.3,16,,,230,8.3,,11.4,60.5,,,,,,,
D8,2/7/2002,10:55,,,"cloudy, overcast, cold",,,,,,1.22,1.05,,,0.15,,,,3660,0.45,,,0.3,,0.07,0.12,16.4,4990,34,7,0.5,45,38,,,7513,10.2,,9.6,29.1,,,,,,,
D8,3/7/2002,9:50,,,"Raining, breezy",,,,,,2.75,1.2,,,0.13,,,,1630,0.46,,,0.2,,0.07,0.12,16.5,3110,29,4,0.4,37,36,,,5437,9.5,,13.7,21,,,,,,,
D8,4/8/2002,12:20,,,,,,,,,2.2,2.59,,,0.09,,,,1510,0.42,,,0.2,,0.06,0.15,15.1,2860,75,3,0.4,42,24,,,5204,9.5,,16.2,43,,,,,,,
D8,5/6/2002,10:45,,,"warm, sunny, and breezy",,,,,,3.4,2.04,,,0.05,,,,1110,0.37,,,0.1,,0.06,0.12,13.1,2170,48,5,0.4,31,28,,,4077,10.3,,17,9.7,,,,,,,
D8,6/5/2002,11:20,,,"clear, hot, sunny, light wind",,,,,,2.83,1.3,,,0.04,,,,1220,0.51,,,0.2,,0.07,0.12,14.2,2300,26,3,0.3,39,32,,,3820,8.3,,21.1,18.5,,,,,,,
D8,7/18/2002,9:40,,,"sunny, clear, windy",,,,,,3.08,0.54,,,0.07,,,,3300,0.52,,,0.5,,0.1,0.13,15.8,6120,24,4,0.6,38.5,54,,,10265,8.2,,21.8,8.9,,,,,,,
D8,8/16/2002,9:30,,Hach 2100P = 31.4,"Hazy, cool, breezy",,,,,,2.06,1.14,,,0.04,,,,4350,0.38,,,0.2,,0.09,0.14,13.9,8160,37,4,0.4,39,36,,,11950,8.1,,21,9,,,,,,,
D8,9/16/2002,12:25,,,"Sunny, warm, Light breeze",,,,,,4.29,0.9,,,0.04,,,,4470,0.26,,,ND,,0.06,0.12,15.2,8270,16,3,0.2,43,48,,,13698,10,,20.32,26.9,,,,,,,
D8,10/15/2002,11:40,,,Sunny and windy,,19,,,,1.44,1.34,,,0.06,,,,6480,0.4,,,0.2,,0.1,0.15,12.2,11900,47,4,0.3,41,36,,,19101,8.7,,18.3,27.6,,,,,,,
D8,11/14/2002,11:50,,,,,,,,,1.13,0.84,,,0.12,,,,4460,0.46,,,0.2,,0.08,0.12,13,8410,26,4,0.4,43,36,,,13781,9,,16,18.1,,,,,,,
D8,12/12/2002,10:25,,,"cool, overcast, light breeze",,,,,,1.13,0.64,,,0.16,,,,4990,0.49,,,0.2,,0.08,0.13,14.2,8880,28,4,0.5,43.6,44,,,14800,9.2,,12.5,14.4,,,,,,,
