Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Flag,FlagDescription,Sample Type,Parent Sample Code,Total Alkalinity mg/L as CaCO3 Std Method 2320 B 916 [1]*,Dissolved Ammonia mg/L as N EPA 350.1 (D) 925 [1]*,Dissolved Bromide mg/L EPA 300.0 356 [1]*,Dissolved Calcium mg/L EPA 200.7 (D) 130 [1]*,Dissolved Chloride mg/L EPA 300.0 356 [1]*,Chlorophyll a ug/L Std Method 10200 H 274 [1]*,Dissolved Nitrate + Nitrite mg/L as N Std Method 4500-NO3-F 923 [1]*,Dissolved Organic Carbon mg/L as C EPA 415.3 (D) 915 [1]*,Dissolved Organic Carbon mg/L as C Std Method 5310C (D) 920 [1]*,Total Organic Carbon mg/L as C EPA 415.3 (T) 914 [1]*,Total Organic Carbon mg/L as C Std Method 5310C (T) 919 [1]*,Dissolved Organic Nitrogen mg/L as N EPA 351.2/EPA 350.1 (D) 929 [1]*,Pheophytin a ug/L Std Method 10200 H 274 [1]*,Total Phosphorus mg/L as P EPA 365.4 928 [1]*,Dissolved Silica (SiO2) mg/L EPA 200.7 (D) 130 [1]*,Total Dissolved Solids mg/L Std Method 2540 C 203 [1]*,Total Suspended Solids mg/L EPA 160.2 64 [1]*,Total Suspended Solids mg/L Std Method 2540 D 918 [1]*,Volatile Suspended Solids mg/L EPA 160.4 72 [1]*,Volatile Suspended Solids mg/L Std Method 2540 E 317 [1]*,Total Kjeldahl Nitrogen mg/L as N EPA 351.2 927 [1]*,Dissolved ortho-Phosphate mg/L as P EPA 365.1 924 [1]*,"(Bottom) Chlorophyll Fluorescence RFU Fluorescence, Sonde - [1]*","(Bottom) Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde - [1]*","Chlorophyll Fluorescence RFU Fluorescence, Sonde - [1]*","Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde - [1]*",Chlorophyll Volume mL Chlorophyll Volume Filtered - [1]*,(Bottom) Specific Conductance uS/cm@25 °C EPA 120.1 (Field) - [1]*,Specific Conductance uS/cm@25 °C EPA 120.1 (Field) - [1]*,Field Notes Notes (Field) - [1]*,North Latitude Decimal Degrees GPS Location - [1]*,West Longitude Decimal Degrees GPS Location - [1]*,Microcystis aeruginosa Field Observations (Water) - [1]*,(Bottom) Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) - [1]*,(Bottom) Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) - [1]*,Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) - [1]*,Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) - [1]*,Secchi Depth Centimeters Secchi Depth - [1]*,(Bottom) Water Temperature °C EPA 170.1 (Field) - [1]*,"Air Temperature °F Temperature, Air - [1]*",Water Temperature °C EPA 170.1 (Field) - [1]*,(Bottom) Turbidity F.N.U. EPA 180.1 (Field) - [1]*,Turbidity F.N.U. EPA 180.1 (Field) - [1]*,Water Depth at Station Feet Depth of Water Column - [1]*,Weather Observations Weather Observations - [1]*,Wind Velocity Miles/hr Wind Velocity - [1]*,(Bottom) pH pH Units EPA 150.1 (Field) - [1]*,pH pH Units EPA 150.1 (Field) - [1]*
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,5/27/2022 12:25,E0522B1124,3 Feet,,,,Normal Sample,0,95.2,0.091,N/A,77.9,3000,3.2,0.439,3.5,N/A,3.5,N/A,0.36,4,0.236,11.1,5500,119,N/A,19,N/A,0.578,0.1,1.17,4.77,1.07,4.39,250,9825,9815,N/A,N/A,N/A,1,87,7.59,87.9,7.66,16,20.46,60.3,20.5,100.3,78.7,13.5,"Partly cloudy, ripples to small waves, no white caps, no rain",15.4,7.7,7.71
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,6/27/2022 15:15,E0622B1336,3 Feet,,,,Normal Sample,0,102,0.051,N/A,133,6000,4.25,0.285,N/A,3.2,N/A,3.4,0.3,0.95,0.151,9.57,10400,N/A,55.4,N/A,10.6,0.463,0.102,1.09,4.31,1.03,4.06,250,17872,17814,N/A,N/A,N/A,1,90.7,7.32,92.5,7.46,28,23.02,80.6,23.07,27.4,25.8,13.8,"sunny; moderate waves, white caps; no rain",27.2,7.84,7.95
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,7/25/2022 14:55,E0722B1582,3 Feet,,,,Normal Sample,0,"96.5,98.1**",0.078,N/A,138,5800,2.21,0.198,N/A,2.6,N/A,2.8,0.33,1.38,0.161,7.72,10600,N/A,68.1,N/A,11.9,0.5,0.102,1,4.09,0.91,3.74,250,18048,18018,N/A,N/A,N/A,1,87.7,7.34,92.9,7.74,28,21.07,72.9,21.28,53,34.3,18.4,"sunny; moderate waves, few white caps; no rain",15,7.86,7.9
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,8/22/2022 13:10,E0822B1906,3 Feet,,,,Normal Sample,0,92.6,<0.05,N/A,138,6050,3.49,0.379,N/A,2.5,N/A,2.5,0.35,1.72,0.192,8.56,11200,N/A,90.3,N/A,17.7,0.451,0.116,1.02,4.08,0.89,3.57,250,19000,19000,N/A,N/A,N/A,1,90,7.41,91.7,7.52,20,21.7,82.6,21.94,85.4,40.5,14.4,"sunny; ripples to small waves, no white caps; no rain",24.4,7.89,7.9
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,9/20/2022 12:50,E0922B2167,3 Feet,,,,Normal Sample,0,81.7,0.053,N/A,105,4120,1.82,0.224,N/A,2.3,N/A,2.4,0.18,1.42,0.131,9.28,7940,N/A,55.4,N/A,11.5,0.333,0.074,0.79,3.3,0.78,3.24,250,13745,13731,N/A,N/A,N/A,1,78.3,6.76,81.1,7.01,36,20.2,67.5,20.23,33.4,26.7,15.7,"partly cloudy; no waves, flat; no rain",7.6,7.52,7.5
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,10/19/2022 12:15,E1022B2383,3 Feet,,1-TOC,,Normal Sample,0,80.9,0.103,N/A,117,4700,1.63,0.283,N/A,2.4,N/A,2.4,0.21,1,0.107,9.09,8880,N/A,40.6,N/A,7.9,0.389,0.063,0.54,2.35,0.63,2.69,500,15353,15206,N/A,N/A,N/A,1,81.9,7.31,85.2,7.49,36,18.28,78.6,19.06,23.1,13.8,15.4,"sunny; no waves, flat; no rain",4.3,7.62,7.82
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,11/18/2022 11:25,E1122B2656,3 Feet,,,,Normal Sample,0,80.8,0.147,N/A,94.8,3580,0.99,0.257,N/A,2.8,N/A,3,0.3,0.66,0.118,9.12,6940,N/A,27.3,N/A,5.1,0.515,0.063,0.63,2.53,0.64,2.56,250,12619,12409,N/A,N/A,N/A,1,83.9,8.54,84.4,8.59,40,12.49,54.3,12.54,40,23.4,17.7,"Sunny, No waves/flat, no rain",6,7.55,7.64
NZS42 - Suisun Slough @ Volanti Slough,E3S81082029,12/19/2022 11:20,E1222B2904,3 Feet,,,,Normal Sample,0,83.3,0.161,N/A,87.9,3420,1.03,0.339,N/A,3,N/A,2.9,0.23,1.51,0.132,10,6720,N/A,"57.3,60.9**",N/A,"8.7,9.8**",0.515,0.053,0.68,2.75,0.75,3.06,250,12050,11947,N/A,N/A,N/A,1,86.7,9.58,92.2,10.22,24,9.01,36.1,8.93,43,33,15.4,"overcast; no waves, flat; no rain",2,7.52,7.66
P8 - San Joaquin River @ Buckley Cove,B9D75871229,1/7/2022 11:00,E0122B0052,3 Feet,,,,Normal Sample,0,61.9,0.29,N/A,18.2,35.1,0.57,1.66,9.5,N/A,9.1,N/A,1.07,1.67,0.281,17.6,220,"8,8.4**",N/A,"<2.5,<2.5**",N/A,1.44,0.242,0.88,3.49,0.86,3.42,N/A,367,366,N/A,N/A,N/A,1,71.7,8.28,77.9,8.99,48,9,47.5,9.06,14.7,13.8,39.7,"Overcast, no waves/flat, light rain",7.5,7.07,7.36
P8 - San Joaquin River @ Buckley Cove,B9D75871229,2/9/2022 13:25,E0222B0353,3 Feet,,,,Normal Sample,0,95.2,0.145,N/A,32.8,132,0.88,5.47,5.9,N/A,5.8,N/A,0.53,2.84,0.344,15.8,453,"8.7,9.4**",N/A,"<2.5,<2.5**",N/A,0.76,0.326,0.71,2.89,0.82,3.33,N/A,840,817,N/A,N/A,N/A,1,83.3,9.18,85.7,9.36,76,10.91,58.5,11.29,6.8,7.1,6.9,"Partly cloudy, no waves/flat, no rain",3.5,7.49,7.59
P8 - San Joaquin River @ Buckley Cove,B9D75871229,3/11/2022 13:50,E0322B0510,3 Feet,,,,Normal Sample,0,85.8,0.07,N/A,29.9,118,1.88,3.27,3.6,N/A,3.6,N/A,0.33,0.76,0.13,8.87,402,5.3,N/A,<2.5,N/A,0.469,0.13,0.91,3.7,0.7,2.87,N/A,733,731,N/A,N/A,N/A,1,99.6,10.4,105.2,10.77,144,13.29,63,14.18,23.3,4,37.4,"sunny; ripples to small waves, no white caps; no rain",6,7.9,8.01
P8 - San Joaquin River @ Buckley Cove,B9D75871229,4/22/2022 10:45,E0422B0717,3 Feet,Used lower grade DI water to rinse filtering equipment,1-TKN,,Normal Sample,0,96.3,0.109,N/A,30.8,110,3.55,3.55,4.4,N/A,4.4,N/A,0.4,1.08,0.305,9.42,"405,406**",4.4,N/A,<2.5,N/A,0.617,0.296,0.72,2.9,0.9,3.6,N/A,728,730,N/A,N/A,N/A,1,84,7.91,89.6,8.41,152,18.12,53.6,18.29,4.7,3.1,38.7,"Cloudy, ripples to small waves/no white caps, no rain",5.8,7.65,7.76
P8 - San Joaquin River @ Buckley Cove,B9D75871229,5/23/2022 11:55,E0522B0953,3 Feet,,,,Normal Sample,0,76.5,0.068,N/A,22.9,85.4,2.67,2.42,4.7,N/A,4.7,N/A,0.35,1.02,0.3,8.62,"306,313**",6,N/A,<2.5,N/A,0.528,0.301,0.6,2.48,0.69,2.84,500,568,569,N/A,N/A,N/A,1,89,7.88,97,8.53,152,21.22,79.9,21.58,13.9,3.8,37.4,"Sunny; No waves, flat; No rain",11.4,7.76,8.02
P8 - San Joaquin River @ Buckley Cove,B9D75871229,6/22/2022 13:10,E0622B1226,3 Feet,,,,Normal Sample,0,67.4,<0.05,N/A,21.1,69.2,4.3,3.58,N/A,4.8,N/A,4.6,0.44,1.26,0.462,9.63,264,N/A,4.8,N/A,<2.5,0.541,0.456,0.62,2.4,0.84,3.32,500,500,501,Microcystis not visible on the surface but present in the zooplankton samples.,N/A,N/A,3,81,6.78,87.5,7.23,120,24.28,88.3,24.96,9.8,3.2,36.4,"Partly cloudy, ripples to small waves/no white caps, no rain",11.4,7.61,7.98
P8 - San Joaquin River @ Buckley Cove,B9D75871229,7/20/2022 12:25,E0722B1448,3 Feet,,,,Normal Sample,0,78.2,<0.05,N/A,22.2,82,5.24,1.26,N/A,"5.4,5.7**",N/A,"5.4,5.6**",0.43,0.86,0.304,9.23,282,N/A,3.3,N/A,<2.5,0.511,0.295,0.71,2.93,0.98,3.99,500,527,529,N/A,N/A,N/A,4,79.4,6.37,89.3,7.11,196,26.53,83.1,27.01,2.7,2.4,36.7,"Sunny, no waves/flat, no rain",8.6,7.58,7.76
P8 - San Joaquin River @ Buckley Cove,B9D75871229,8/17/2022 10:55,E0822B1772,3 Feet,,,,Normal Sample,0,79.8,<0.05,N/A,23.4,93.6,4.12,0.806,N/A,"4.5,4.9**",N/A,"4.4,5**",0.37,0.86,0.276,9.73,312,N/A,3.9,N/A,<2.5,0.549,0.26,0.66,2.65,1.08,4.31,500,566,572,N/A,N/A,N/A,3,76.7,6.22,85.1,6.87,136,25.9,79.9,26.17,3.3,2.7,37.1,"cloudy; no waves, flat; no rain",1.7,7.6,7.83
P8 - San Joaquin River @ Buckley Cove,B9D75871229,9/15/2022 11:25,E0922B2057,3 Feet,,,,Normal Sample,0,88,0.061,N/A,27.5,125,4.05,1.03,N/A,4.8,N/A,5.2,0.42,0.93,0.353,9.19,380,N/A,4.5,N/A,<2.5,0.544,0.349,0.57,2.41,0.6,2.53,500,709,701,N/A,N/A,N/A,2,77.2,6.33,82.3,6.73,128,25.33,67.5,25.52,3.9,3.1,37.1,"Partly cloudy, ripples to small waves with no white caps, no rain",12.4,7.41,7.63
P8 - San Joaquin River @ Buckley Cove,B9D75871229,10/14/2022 12:35,E1022B2309,3 Feet,,,,Normal Sample,0,90.5,0.07,N/A,26.7,143,2.48,1.06,N/A,4.4,N/A,4.5,0.38,1.18,0.371,7.38,405,N/A,4.9,N/A,<2.5,0.523,0.366,0.53,2.18,0.56,2.3,500,762,764,N/A,N/A,N/A,2,70.6,6.1,80.3,6.93,124,22.53,74.1,22.58,14.8,6.9,36.7,"Sunny, no waves/flat, no rain",5.3,7.78,8.04
P8 - San Joaquin River @ Buckley Cove,B9D75871229,11/15/2022 16:00,E1122B2522,3 Feet,,,,Normal Sample,0,54.5,0.061,N/A,15.1,37.6,1.66,0.8,N/A,3,N/A,2.9,0.19,0.99,0.132,9.76,165,N/A,7.7,N/A,<2.5,0.308,0.123,0.41,1.66,0.36,1.45,500,293,293,N/A,N/A,N/A,1,86.4,9.03,91.3,9.52,108,13.29,61.9,13.41,25.9,4.6,37.1,"Sunny, no waves/flat, no rain",5.8,7.62,8.02
P8 - San Joaquin River @ Buckley Cove,B9D75871229,12/14/2022 14:00,E1222B2770,3 Feet,,,,Normal Sample,0,76.2,0.168,N/A,23.2,79,1.03,1.72,N/A,5,N/A,5.2,0.46,1.45,0.158,8.49,293,N/A,"21.1,21.3**",N/A,"4,4.2**",0.69,0.107,0.64,2.61,0.55,2.25,500,542,542,N/A,N/A,N/A,1,79,8.85,80.9,9.03,40,10.26,46.6,10.4,28.2,14.6,37.1,"Partly cloudy, no waves/flat, no rain",2.2,7.63,7.74
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,1/11/2022 12:50,E0122B0110,3 Feet,,,,Normal Sample,0,72.6,0.078,N/A,18.7,223,0.72,0.667,4.4,N/A,4.3,N/A,0.66,1.55,0.1,19.1,"529,530**",27.3,N/A,5.3,N/A,0.538,0.075,0.61,2.39,0.45,1.75,N/A,1860,1006,Located a quarter mile downstream of channel marker 34,38.054538,-121.873511,1,86.7,9.96,86.9,10.02,40,8.98,55.2,8.97,24.5,23.7,38.7,"Partly cloudy, no waves, flat, no rain",3.6,7.49,7.61
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,2/10/2022 13:15,E0222B0411,3 Feet,,,,Normal Sample,0,78.8,<0.05,N/A,18,163,1.46,0.416,2.6,N/A,2.6,N/A,0.28,1.05,0.073,18.3,409,"18.5,18.5**",N/A,"3,3**",N/A,0.304,0.066,0.33,1.36,0.37,1.55,N/A,1788,882,located about a half mile upstream of the first set of powerlines,38.070415,-121.77857,1,92.2,10.23,93.9,10.45,40,10.47,61.9,10.46,19.3,19.5,33.5,"sunny; no waves, flat; no rain",2.4,7.63,7.7
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,3/14/2022 13:45,E0322B0568,3 Feet,,,,Normal Sample,0,77.1,<0.05,N/A,23.7,353,5.38,0.289,2.6,N/A,2.5,N/A,0.28,1.21,0.06,15.6,771,"17.6,17.6**",N/A,"<2.5,<2.5**",N/A,0.289,0.051,1.51,6.13,1.27,5.15,N/A,2123,1345,Located 200 yards upstream of the first set of powerlines.,38.067968,-121.782238,1,99.8,10.38,110,11.3,56,13.3,61.7,13.94,16.3,11.8,33.8,"Partly cloudy; No waves, flat; No rain",1.5,7.97,8.24
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,4/25/2022 12:00,E0422B0775,3 Feet,,,,Normal Sample,0,74.5,<0.05,N/A,23.2,426,5.96,0.243,2.7,N/A,2.8,N/A,0.26,2.8,0.111,13.3,"911,913**","38.4,39.2**",N/A,"4.8,4.8**",N/A,0.283,0.074,0.93,3.73,0.86,3.43,N/A,2073,1891,Located at D22.,38.087031,-121.747001,1,93,8.94,93.8,9,24,16.98,67.3,17.06,34.2,24.5,33.1,"Sunny, ripples to small waves, no white caps, no rain",12.2,7.81,7.81
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,5/24/2022 12:55,E0522B1014,3 Feet,,,,Normal Sample,0,69.4,<0.05,N/A,21.7,384,2.47,0.209,2.6,N/A,2.7,N/A,0.19,1.61,0.082,14.2,"810,840**","23.1,23.3**",N/A,"4.2,4.2**",N/A,0.249,0.068,0.75,3.07,0.56,2.32,500,2066,1599,Located a quarter mile downstream of channel marker 20,38.107538,-121.714945,1,96.5,8.79,97.5,8.78,28,19.61,87.4,20.23,43.8,17.1,23.3,"Sunny, moderate waves with few white caps, no rain",15,7.97,7.94
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,6/23/2022 13:40,E0622B1272,3 Feet,,,,Normal Sample,0,59.1,<0.05,N/A,19,330,2.06,0.171,N/A,2.1,N/A,2.3,0.12,0.77,0.061,13.5,690,N/A,"7.9,8.4**",N/A,"<2.5,<2.5**",0.183,0.059,0.43,1.65,0.52,2.01,500,2058,1410,Located 100 yards downstream of channel marker 21. Microcystis not visible on the surface but present in the zooplankton samples.,38.11555,-121.70688,2,91,7.81,95.8,8.08,60,22.64,89.2,23.66,18.2,8.4,27.6,"Sunny, ripples to small waves with no white caps, no rain",7.8,7.82,7.88
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,7/21/2022 11:45,E0722B1506,3 Feet,,,,Normal Sample,0,53,<0.05,N/A,16.5,300,2.94,0.098,N/A,2.2,N/A,2.3,0.19,1.96,0.084,11.7,636,N/A,"30.4,30.7**",N/A,"4.7,4.7**",0.23,0.06,0.57,2.34,0.54,2.23,500,1639,1276,Passed through EZ2 during the D22 tow,38.09494,-121.73506,2,93.1,7.99,95,8.11,40,22.67,74.5,23.08,22.2,17.1,29.2,"Sunny, ripples to small waves with no white caps, no rain",13.3,7.98,8.01
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,8/18/2022 10:35,E0822B1830,3 Feet,,,,Normal Sample,0,54.2,<0.05,N/A,21.3,500,2.34,0.089,N/A,2.1,N/A,2.1,0.17,1.42,0.076,12,1020,N/A,23,N/A,4.6,0.182,0.057,0.62,2.46,0.49,1.96,500,2007,1845,"Located across from the north side of Decker Island. Microcystis not visible on the surface but present in 
the zooplankton samples.",38.106818,-121.716593,2,93,7.99,94.3,8.09,48,22.59,75.7,22.72,30.4,12.9,24.6,"Sunny, ripples to small waves/no white caps, no rain",17.5,7.89,7.91
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,9/30/2022 9:20,E0922B2103,3 Feet,,,,Normal Sample,0,56.9,<0.05,N/A,"16.8,16.9**",230,2.73,0.128,N/A,2.3,N/A,2.2,0.1,<0.5,0.058,"14,14.2**","546,556**",N/A,"8.6,8.8**",N/A,"3.1,3.1**",0.156,0.055,0.44,1.92,0.46,1.99,500,2036,1054,Located 700 yards downstream of channel marker 25 and 26.,38.128298,-121.696146,2,94.5,8.41,96,8.53,88,20.77,70.2,21.01,10.5,5.9,32.2,"Sunny, ripples to small waves, no white caps, no rain",13.9,7.85,7.97
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,10/17/2022 13:00,E1022B2337,3 Feet,,,,Normal Sample,0,59.2,"<0.05,<0.05**",N/A,"15,15.1**",175,1.7,"0.145,0.146**",N/A,2,N/A,2,<0.1,<0.5,0.057,"14,14.1**",422,N/A,4.1,N/A,<2.5,<0.1,"0.06,0.061**",0.4,1.63,0.42,1.72,500,1900,950,Located 200 yards downstream of channel markers 25 and 26.,38.131188,-121.69479,2,95,8.69,97.5,8.89,108,19.43,65.1,19.73,10.4,4.5,30.8,"Partly cloudy, no waves/flat, no rain",3.2,8.18,8.27
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,11/16/2022 13:40,E1122B2580,3 Feet,,,,Normal Sample,0,60.9,<0.05,N/A,"15,15.2**",160,1.15,0.208,N/A,2.3,N/A,2.3,<0.1,<0.5,0.062,"14.3,14.5**","370,372**",N/A,4.2,N/A,<2.5,0.133,0.064,0.41,1.64,0.24,0.95,500,1934,738,Located 400 yards upstream of channel marker 24. Microcystis not visible on the surface but present in the zooplankton samples.,38.12801,-121.69573,2,94.5,9.94,96.6,10.16,124,12.81,58.5,12.98,10.6,3.6,32.8,"Sunny, no waves/flat, no rain",8.6,7.77,7.92
SF Estuarine Entrapment Zone- 2000 ?S/cm bottom EC,EZ2,12/15/2022 11:10,E1222B2828,3 Feet,,,,Normal Sample,0,64.7,0.054,N/A,18.2,291,1.05,0.453,N/A,3.2,N/A,3.1,0.22,0.56,0.089,15.9,684,N/A,14.9,N/A,2.5,0.301,0.068,0.38,1.56,0.37,1.54,500,2074,1325,Located at D22,38.08671,-121.746308,1,89.9,10.12,90.1,10.15,56,9.82,45.1,9.89,19,12.3,30.2,"Partly cloudy, ripples to small waves with no white caps, no rain",8.1,7.56,7.6
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,1/11/2022 11:50,E0122B0109,3 Feet,,,,Normal Sample,0,72.8,0.076,N/A,20.4,275,0.8,0.66,4.7,N/A,4.3,N/A,0.45,1.41,0.105,19.4,666,28,N/A,4.7,N/A,0.606,0.077,0.66,2.63,0.62,2.45,N/A,5526,1973,Located at station D10,38.048785,-121.919055,1,86.7,9.78,89.3,10.19,24,9.23,50.4,9.26,32.7,27.4,40,"Partly cloudy, no waves, flat, no rain",7.8,7.5,7.51
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,2/10/2022 12:05,E0222B0410,3 Feet,,,,Normal Sample,0,79.5,0.088,N/A,"32.6,33.1**",950,1.5,0.493,2.6,N/A,2.5,N/A,0.18,0.73,0.073,"18,18**","1800,1820**",14.1,N/A,<2.5,N/A,0.332,0.07,0.51,2.09,0.38,1.56,N/A,6214,3359,located about a half mile downstream of channel marker 7,38.063383,-121.827268,1,91.8,9.96,93.3,10.23,56,10.74,58.1,10.74,13.6,12.3,37.1,"sunny; ripples to small waves, no white caps; no rain",8.1,7.59,7.7
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,3/14/2022 13:00,E0322B0567,3 Feet,,,,Normal Sample,0,80,<0.05,N/A,39.6,1150,6.1,0.32,2.4,N/A,2.3,N/A,0.28,<0.5,0.062,14.9,2210,18.9,N/A,3.3,N/A,0.31,0.056,1.72,6.96,1.73,7.03,N/A,5605,3885,Located 100 yards upstream of channel marker 3. Passed through D4 during zooplankton tow,38.065125,-121.841436,1,98.6,10.14,99,10.22,48,13.25,61.7,13.34,17.1,15.2,38.4,"Partly cloudy; No waves, flat; No rain",3.6,7.88,7.93
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,4/25/2022 11:10,E0422B0774,3 Feet,,,,Normal Sample,0,79.6,0.081,N/A,46.7,1540,1.47,0.275,2.7,N/A,2.8,N/A,0.18,0.89,0.089,12.6,3020,21.3,N/A,3,N/A,0.292,0.076,0.65,2.61,0.65,2.61,N/A,6233,5587,Located at D4.,38.065698,-121.835,1,92.7,8.81,95.2,8.98,40,16.83,63.5,17.28,39.6,14.9,27.2,"Sunny, ripples to small waves, no white caps, no rain",10.2,7.71,7.75
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,5/24/2022 11:40,E0522B1013,3 Feet,,,,Normal Sample,0,76.2,0.068,N/A,44,1380,2.17,0.277,2.9,N/A,2.8,N/A,0.18,1.03,0.096,12.8,2840,22.8,N/A,3.8,N/A,0.288,0.081,0.55,2.29,0.51,2.1,500,5548,5137,Located a half mile upstream of the first set of powerlines,38.06919,-121.77896,1,97,8.76,96.6,8.7,40,19.44,84.6,19.62,26.6,16,31.8,"Partly cloudy, ripples to small waves with no white caps, no rain",11.7,7.87,7.84
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,6/23/2022 12:25,E0622B1271,3 Feet,,,,Normal Sample,0,"66.9,67.3**",<0.05,N/A,"35.7,36.2**",1150,1.6,0.197,N/A,2.5,N/A,2.5,0.19,0.86,0.075,"12.1,12.2**",2140,N/A,18.1,N/A,3.1,0.205,0.068,0.47,1.83,0.61,2.37,500,5842,4933,"Located at channel markers 15 and 16. Microcystis not visible on the surface but present in the zooplankton samples. GPS was not functioning during sampling, but coordinates were determined based on geographic location after returning from the field.",38.089783,-121.74205,2,92.7,7.91,96.7,8.14,40,22.3,82.6,23.14,17.1,11.1,31.2,"Sunny, ripples to small waves with no white caps, no rain",15.7,7.83,7.85
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,7/21/2022 10:55,E0722B1505,3 Feet,,,,Normal Sample,0,66.8,<0.05,N/A,50.7,1850,2.32,0.097,N/A,2.2,N/A,2.2,0.17,1.25,0.097,10.2,3590,N/A,27,N/A,5.1,0.255,0.075,0.51,2.13,0.51,2.13,500,6556,6527,Located at the end of the D4 tow,38.06209,-121.8174,2,94,8.04,94.3,8.08,44,22.01,64.9,22,15.3,17.7,35.4,"Sunny, large waves with frequent white caps, no rain",30.2,7.92,7.92
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,8/18/2022 9:50,E0822B1829,3 Feet,,,,Normal Sample,0,60,<0.05,N/A,42.4,1410,2.49,0.113,N/A,"2,2.1**",N/A,"1.9,2.1**",0.17,1.36,0.097,10.4,2690,N/A,34.9,N/A,6.6,0.211,0.072,0.51,2.03,0.5,1.98,250,5418,5045,"Located 100 yards downstream of the powerlines. Ended EZ6 tow at D22. Microcystis not visible on the 
surface but present in the zooplankton samples.",38.080313,-121.7589,2,93,7.97,93.9,8.04,36,22.21,71.8,22.31,28,19,29.5,"Sunny, ripples to small waves/no white caps, no rain",20.7,7.89,7.89
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,9/30/2022 8:25,E0922B2102,3 Feet,,,,Normal Sample,0,60.7,<0.05,N/A,39.4,1240,2.2,0.145,N/A,2.1,N/A,2.1,0.16,0.56,0.076,10.9,2520,N/A,14.7,N/A,3.3,0.161,0.067,0.47,2.04,0.47,2.03,500,6464,4754,Located at station D22.,38.086423,-121.746951,2,94.4,8.32,94.5,8.39,56,20.53,71.6,20.44,25.2,12.5,29.2,"Sunny, ripples to small waves, no white caps, no rain",9.8,7.79,7.81
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,10/17/2022 12:05,E1022B2336,3 Feet,,,,Normal Sample,0,62.6,<0.05,N/A,38,1240,2.71,0.164,N/A,1.9,N/A,1.9,0.1,<0.5,0.073,12.2,2370,N/A,10.5,N/A,<2.5,0.131,0.068,0.36,1.51,0.98,3.96,500,6091,4487,Located at D22,38.08693,-121.74677,2,94.2,8.64,98.1,8.94,64,18.61,63.5,19.17,13.4,7.4,33.1,"Partly cloudy, no waves/flat, no rain",3.1,8.13,8.17
SF Estuarine Entrapment Zone- 6000 ?S/cm bottom EC,EZ6,11/16/2022 12:15,E1122B2579,3 Feet,,,,Normal Sample,0,65.6,0.062,N/A,40.6,1330,1.27,0.207,N/A,2.1,N/A,2.2,0.12,0.76,0.081,12.6,2560,N/A,21.6,N/A,3.5,0.243,0.069,0.39,1.57,0.42,1.69,500,5850,4890,Located at D22. Microcystis not visible on the surface but present in the zooplankton samples.,38.08668,-121.74859,2,91.7,9.44,93,9.57,48,13.19,53.6,13.32,28.4,13.7,31.2,"Sunny, ripples to small waves with no white caps, no rain",9.9,7.68,7.71
