Station Name,Station Number,Sample Date,Sample Code,Sample Depth,Sample Description,Sample Type,Parent Sample Code,Total Alkalinity mg/L as CaCO3 Std Method 2320 B 916 [1]*,Dissolved Ammonia mg/L as N EPA 350.1 (D) 925 [1]*,Dissolved Bromide mg/L EPA 300.0 356 [1]*,Dissolved Calcium mg/L EPA 200.7 (D) 130 [1]*,Dissolved Chloride mg/L EPA 300.0 356 [1]*,Chlorophyll a ug/L Std Method 10200 H 274 [1]*,Specific Conductance µmhos/cm@25°C Std Method 2510-B 917 [1]*,Dissolved Nitrate + Nitrite mg/L as N Std Method 4500-NO3-F 923 [1]*,Dissolved Organic Carbon mg/L as C Std Method 5310C (D) 920 [1]*,Total Organic Carbon mg/L as C Std Method 5310C (T) 919 [1]*,Dissolved Organic Nitrogen mg/L as N EPA 351.2/EPA 350.1 (D) 929 [1]*,Pheophytin a ug/L Std Method 10200 H 274 [1]*,Total Phosphorus mg/L as P EPA 365.4 928 [1]*,Dissolved Silica (SiO2) mg/L EPA 200.7 (D) 130 [1]*,Total Dissolved Solids mg/L Std Method 2540 C 203 [1]*,Total Suspended Solids mg/L Std Method 2540 D 918 [1]*,Volatile Suspended Solids mg/L Std Method 2540 E 317 [1]*,Total Kjeldahl Nitrogen mg/L as N EPA 351.2 927 [1]*,Dissolved ortho-Phosphate mg/L as P EPA 365.1 924 [1]*,pH pH Units Std Method 2320 B 916 [1]*,"(Bottom) Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","(Bottom) Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence RFU Fluorescence, Sonde 916 [1]*","Chlorophyll Fluorescence ug/L of Chl Fluorescence, Sonde 916 [1]*",Chlorophyll Volume mL Chlorophyll Volume Filtered 916 [1]*,(Bottom) Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Specific Conductance µmhos/cm@25°C EPA 120.1 (Field) 916 [1]*,Field Notes Notes (Field) 916 [1]*,North Latitude Decimal Degrees GPS Location 916 [1]*,West Longitude Decimal Degrees GPS Location 916 [1]*,Microcystis aeruginosa Field Observations (Water) 916 [1]*,(Bottom) Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,(Bottom) Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen % Saturation ASTM Method D888-09-C (Field) 916 [1]*,Dissolved Oxygen mg/L ASTM Method D888-09-C (Field) 916 [1]*,Secchi Depth Centimeters Secchi Depth 916 [1]*,(Bottom) Water Temperature °C EPA 170.1 (Field) 916 [1]*,"Air Temperature °F Temperature, Air 916 [1]*",Water Temperature °C EPA 170.1 (Field) 916 [1]*,(Bottom) Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Turbidity F.N.U. EPA 180.1 (Field) 916 [1]*,Water Depth at Station Feet Depth of Water Column 916 [1]*,Weather Observations Weather Observations 916 [1]*,Wind Velocity Miles/hr Wind Velocity 916 [1]*,(Bottom) pH pH Units EPA 150.1 (Field) 916 [1]*,pH pH Units EPA 150.1 (Field) 916 [1]*
Blank; Equipment,Blank; Equipment,08/14/2023 16:40,E0823B2053,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,08/15/2023 15:25,E0823B2114,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
B9D74081159,B9D74081159,08/04/2023 10:15,E0823B1755,3 Feet,,Normal Sample,0,47.8,<0.05,N/A,12.7,25.1,23.7,238,0.397,2.9,3,0.12,6.39,0.082,11,"139,140**",21.3,4.5,0.415,<0.05,,N/A,N/A, 3.965, 15.8, 500,N/A, 235.7,Too shallow to get bottom readings,N/A,N/A,N/A,N/A,N/A, 103, 9.31,N/A,N/A, 71, 20.25,N/A, 9.12, 5.5,N/A, 5,N/A, 7.62
B9C74981333,B9C74981333,08/04/2023 09:00,E0823B1754,3 Feet,,Normal Sample,0,45.7,<0.05,N/A,"9.4,9.64**",15,4.6,160,0.071,"3,3.2**","2.8,3**",0.17,2.98,0.113,"12.9,13**",97,23.6,4.3,0.385,0.087,, 0.547, 2.13, 0.581, 2.26, 500, 158.7, 160.2,N/A,N/A,N/A, 1, 82.5, 6.86, 83.7, 6.95,N/A, 24.66, 71, 24.7, 15.84, 13.32, 16.04,"Sunny, Ripples to small waves, no white caps, No rain", 3, 7.44, 7.45
B9D80281551,B9D80281551,08/11/2023 14:10,E0823B2001,3 Feet,,Normal Sample,0,55.3,<0.05,N/A,49.1,2040,3.97,6580,0.077,2.1,2.1,<0.1,0.76,0.069,11,3590,17.4,4.3,0.156,0.064,, 0.5, 2.01, 0.61, 2.46, 500, 8353, 6614,N/A,N/A,N/A, 1, 96.7, 8.24, 100.2, 8.5, 62, 21.95, 70.3, 22.48, 15.8, 9.8, 38.1,"Sunny, Moderate waves, few white caps, No rain", 22.4, 7.7, 7.8
B9D80281551,B9D80281551,08/11/2023 14:10,E0823B2002,3 Feet,,"Duplicate, Specific Analyte(s)",E0823B2001,55.9,<0.05,N/A,48.8,2020,4.05,6530,0.076,2.2,2.1,<0.1,0.6,0.067,10.8,3570,16.7,4.3,0.15,0.064,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
B9D80131484,B9D80131484,08/08/2023 10:15,E0823B1764,3 Feet,,Normal Sample,0,49.5,"<0.05,<0.05**",N/A,16.6,350,2.71,1380,"0.081,0.082**",2.3,2.2,0.15,1.21,"0.068,0.069**",12.4,"716,716**",16.1,2.8,"0.238,0.241**","0.061,0.062**",, 0.46, 2.1, 0.46, 2.09, 500, 1706, 1393,N/A,N/A,N/A, 1, 93.3, 7.95, 94.8, 8.07, 52, 23.09, 65.5, 23.21, 13.6, 10.8, 38.4,"Sunny, Ripples to small waves, no white caps, No rain", 12.8, 7.61, 7.65
B9D80131484,B9D80131484,08/08/2023 10:15,E0823B1767,3 Feet,,"Duplicate, Specific Analyte(s)",E0823B1764,49.9,<0.05,N/A,16.7,349,2.8,1360,0.082,2.5,2.4,0.22,1.06,0.069,12.5,714,"15.4,15.7**","2.6,2.6**",0.275,0.062,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
B9D80581401,B9D80581401,08/09/2023 10:20,E0823B1866,3 Feet,,Normal Sample,0,46.8,<0.05,<0.1,9.11,26.6,1.68,204,0.079,2.2,2.3,0.1,0.89,0.053,13.5,120,5.4,<2.5,0.169,0.058,, 0.49, 2.23, 0.47, 2.12, 500, 212, 209,MC not visible on surface but found in surface samples,N/A,N/A, 2, 93.5, 7.89, 94.7, 8, 136, 23.85, 65.8, 23.8, 6.2, 4.9, 48.2,"Cloudy,ripples to small waves, no whitecaps, no rain", 4.5, 7.56, 7.6
B9D80261369,B9D80261369,08/08/2023 11:30,E0823B1765,3 Feet,,Normal Sample,0,46.5,<0.05,0.127,"9.77,9.84**",37,1.52,242,0.059,"2.6,2.7**","2.3,2.5**",0.16,0.54,0.06,"12.9,13**",138,3.1,<2.5,0.209,0.061,, 0.4, 1.81, 0.39, 1.78, 500, 266, 246,500,N/A,N/A, 2, 93.5, 7.85, 98.5, 8.17, 180, 24.1, 73.2, 24.72, 3.9, 2.9, 32.5,"Sunny, No waves, flat, No rain", 5.3, 7.66, 7.78
B9D80511443,B9D80511443,08/10/2023 13:30,E0823B1908,3 Feet,,Normal Sample,0,49.2,<0.05,N/A,10.8,71.5,3.94,380,0.095,2.2,2.1,<0.1,0.8,0.046,13.2,"217,217**",12.7,<2.5,0.174,<0.05,, 0.56, 2.24, 0.63, 2.54, 500, 507, 377,N/A,N/A,N/A, 1, 95.3, 8.27, 99.4, 8.5, 60, 22.32, 76.3, 23.09, 12.5, 8.9, 32.8,"Sunny, ripples to small waves, no whitecaps, no rain", 6.2, 7.49, 7.83
B9D80461340,B9D80461340,08/09/2023 11:15,E0823B1867,3 Feet,,Normal Sample,0,46.1,<0.05,N/A,9.12,8.79,1.36,132,0.098,2,2.1,0.11,0.63,0.041,14,84,3.3,<2.5,0.148,0.05,, 0.34, 1.58, 0.34, 1.57, 500, 133, 138,N/A,N/A,N/A, 2, 93.3, 7.92, 93.1, 7.89, 140, 23.54, 68.7, 23.6, 4.4, 3.5, 38.7,"Sunny, ripples to small waves, no whitecaps, no rain", 4.6, 7.45, 7.71
B9D75821344,B9D75821344,08/08/2023 12:30,E0823B1766,3 Feet,,Normal Sample,0,46.2,<0.05,N/A,9.08,"18.4,18.4**",1.63,169,<0.05,3.6,2.8,0.21,<0.5,0.066,13,101,<2.5,<2.5,0.235,0.07,, 0.38, 1.73, 0.4, 1.83, 500, 175, 175,500,N/A,N/A, 2, 94.6, 7.71, 95.9, 7.81, 220, 25.74, 75.9, 25.78, 1.6, 1.2, 18.4,"Sunny, No waves, flat, No rain", 8.5, 7.68, 7.76
B9D80381492,B9D80381492,08/10/2023 12:40,E0823B1907,3 Feet,,Normal Sample,0,51.4,<0.05,N/A,26,811,2.78,2930,0.086,2.2,2.2,0.11,1.68,0.073,11.7,"1560,1570**",26.5,4,0.198,0.058,, 0.5, 2.24, 0.44, 1.98, 500, 2950, 2950,N/A,N/A,N/A, 1, 94, 8.09, 94.4, 8.11, 48, 22.37, 70.9, 22.47, 25.6, 16.9, 31.2,"Sunny, ripples to small waves, no whitecaps, no rain", 13.3, 7.62, 7.61
B9D80381492,B9D80381492,08/10/2023 12:40,E0823B1910,3 Feet,,"Duplicate, Specific Analyte(s)",E0823B1907,52,<0.05,N/A,25.8,802,2.55,2920,0.087,2.4,2.2,0.11,1.61,"0.071,0.073**",12,1540,27.1,4.1,"0.212,0.212**",0.059,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
E0B80182224,E0B80182224,08/15/2023 13:40,E0823B2116,3 Feet,,Normal Sample,0,101,<0.05,N/A,315,14800,4.6,39800,0.067,1.2,1.4,0.16,0.6,0.092,3.92,26900,19.8,3.5,0.241,0.082,, 0.87, 3.5, 0.9, 3.59, 500, 42365, 41611,N/A,N/A,N/A, 1, 92.5, 7.34, 98.8, 7.76, 82, 18.66, 67.6, 19.37, 10.9, 4.5, 42.3,"Partly cloudy, moderate waves with few white caps, no rain", 20.3, 7.88, 7.87
E0B80182224,E0B80182224,08/15/2023 13:40,E0823B2120,3 Feet,,"Duplicate, Specific Analyte(s)",E0823B2116,101,<0.05,N/A,313,14600,4.67,39900,0.068,1.2,1.4,0.13,0.61,0.093,3.71,26800,18.3,3.8,0.28,0.079,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
E0B80512234,E0B80512234,08/15/2023 12:00,E0823B2115,3 Feet,,Normal Sample,0,89.7,<0.05,N/A,254,11800,6.75,33500,0.058,1.4,1.5,<0.1,1.12,0.118,5.24,21600,62.6,9.5,0.196,0.084,, 1.25, 5.01, 1.29, 5.18, 500, 34671, 34681,N/A,N/A,N/A, 1, 99.8, 7.84, 99.6, 7.83, 54, 20.92, 67.3, 20.92, 15.3, 16.7, 8.2,"Partly cloudy, ripples to small waves with no white caps, no rain", 10.7, 7.83, 7.83
E3B80272071,E3B80272071,08/11/2023 12:35,E0823B1999,3 Feet,,Normal Sample,0,74,0.062,N/A,164,7910,4.95,22800,0.062,1.7,1.6,<0.1,1.3,0.096,6.99,14000,"39.2,39.8**","8.4,8.6**",0.214,0.08,, 0.57, 2.29, 0.67, 2.67, 500, 25216, 23368,N/A,N/A,N/A, 1, 91.4, 7.51, 94, 7.74, 45, 20.52, 68.7, 20.82, 38.5, 15.8, 49.2,"Sunny, Ripples to small waves, no white caps, No rain", 10.2, 7.68, 7.59
E0B80702024,E0B80702024,08/14/2023 14:00,E0823B2054,3 Feet,,Normal Sample,0,62,<0.05,13.4,94.1,4400,6.34,13300,<0.05,2,2,<0.1,0.64,0.085,8.57,7680,35.9,7.3,0.157,0.067,, 0.83, 3.32, 1.5, 6.02, 500, 13484, 13515,N/A,N/A,N/A, 1, 100.5, 8.39, 102, 8.51, 64, 22.06, 76.6, 22.05, 16.1, 18.5, 7.2,"Cloudy, moderate waves/few white caps, no rain", 9.3, 7.77, 7.8
E0B80702024,E0B80702024,08/14/2023 14:00,E0823B2057,3 Feet,,"Duplicate, Specific Analyte(s)",E0823B2054,62.8,<0.05,N/A,96.2,4370,7.37,13300,<0.05,2.1,2,<0.1,0.84,0.084,8.8,7600,32.1,4.7,0.154,0.065,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
E3B80361594,E3B80361594,08/11/2023 13:30,E0823B2000,3 Feet,,Normal Sample,0,58.7,<0.05,N/A,65.2,2750,4.85,9050,0.074,2,2.1,<0.1,0.63,"0.067,0.067**",10.2,"5080,5080**",15.4,3.9,"0.154,0.164**",0.067,, 0.89, 3.58, 0.81, 3.25, 500, 14436, 9165,N/A,N/A,N/A, 1, 99.7, 8.35, 104.6, 8.75, 70, 21.7,N/A, 22.72, 23.7, 8.4, 45.3,"Sunny, Moderate waves, few white caps, No rain", 16.3, 7.76, 7.88
B9S80251252,B9S80251252,08/09/2023 12:50,E0823B1868,3 Feet,,Normal Sample,0,45.4,<0.05,N/A,9.61,10.4,2.56,137,<0.05,"3.5,3.5**","3.3,3.4**",0.15,0.9,"0.074,0.078**",11.9,86,2.7,<2.5,"0.212,0.226**",0.08,, 0.62, 2.81, 0.66, 2.94, 500, 143, 144,N/A,N/A,N/A, 1, 77.4, 6.27, 81.1, 6.56, 155, 26.07, 74.7, 26.18, 1.4, 1.4, 12.5,"Sunny, no waves, flat, no rain", 3.5, 7.19, 7.5
E0E80392129,E0E80392129,08/15/2023 14:50,E0823B2118,3 Feet,,Normal Sample,0,83.2,0.056,N/A,211,9620,3.79,28400,0.065,"1.6,1.7**","1.6,1.7**",0.11,0.68,0.095,5.81,17900,27.8,4.7,0.271,0.084,, 0.79, 3.15, 0.77, 3.07, 500, 33594, 31488,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A, 1, 94.1, 7.46, 95.8, 7.6, 58, 20.72, 77.4, 21.03, 46.4, 9.2, 58.1,"Partly cloudy, ripples to small waves with no white caps, no rain", 12.4, 7.83, 7.83
E0E80212097,E0E80212097,08/15/2023 15:10,E0823B2119,3 Feet,,Normal Sample,0,77.7,0.062,N/A,183,8630,4.06,24800,0.063,1.7,1.6,0.16,0.56,0.105,6.82,15400,23.5,3.8,0.315,0.085,, 0.63, 2.51, 0.64, 2.58, 500, 29663, 24579,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A, 1, 92.8, 7.44, 96.2, 7.77, 60, 20.93, 80.6, 21.59, 32.3, 9.4, 62.7,"Partly cloudy, ripples to small waves with no white caps, no rain", 16.3, 7.78, 7.8
E3S81022013,E3S81022013,08/14/2023 16:15,E0823B2056,3 Feet,,Normal Sample,0,72,<0.05,N/A,73.3,3090,5.3,9980,0.09,3.7,3.6,0.19,0.92,"0.098,0.098**",9.32,5640,"26.5,28.5**","5,5**","0.337,0.344**",0.071,, 0.78, 3.12, 0.89, 3.56, 500, 10953, 10155,N/A,N/A,N/A, 1, 92.2, 7.64, 95.4, 7.81, 42, 22.94, 82.8, 23.73, 21.4, 18.6, 26.6,"Cloudy, ripples to small waves/no white caps, no rain", 11.5, 7.62, 7.76
B9D80861414,B9D80861414,08/10/2023 14:20,E0823B1909,3 Feet,,Normal Sample,0,48.8,<0.05,N/A,"9.12,9.22**",4.3,2.28,121,0.114,2.3,2.1,0.12,<0.5,0.043,"14,14.1**",80,"3.3,3.4**","<2.5,<2.5**",0.141,<0.05,, 0.44, 1.75, 0.4, 1.6, 500, 123, 121,N/A,N/A,N/A, 1, 97, 8.35, 98, 8.35, 144, 22.78, 79.9, 23.36, 3.7, 2.7, 22,"Sunny, ripples to small waves, no whitecaps, no rain", 12.1, 7.66, 7.69
E3B80352175,E3B80352175,08/15/2023 14:30,E0823B2117,3 Feet,,Normal Sample,0,88.2,0.052,N/A,240,11000,5.53,31500,0.068,1.2,1.3,0.13,0.95,"0.109,0.116**",5.65,20100,44.6,7.4,"0.341,0.349**",0.087,, 0.79, 3.15, 0.95, 3.81, 500, 39097, 32565,"No zooplankton tow due to surface specific conductance being above 20,000 uS/cm",N/A,N/A, 1, 92.8, 7.35, 99.1, 7.74, 40, 19.53, 68.9, 21.72, 29.8, 15.2, 39.4,"Partly cloudy, moderate waves with few white caps, no rain", 20.1, 7.86, 7.83
E3S81082029,E3S81082029,08/14/2023 15:20,E0823B2055,3 Feet,,Normal Sample,0,81.7,0.063,N/A,67.1,2680,3.41,8830,0.141,5,5.1,0.26,1.33,0.135,9.26,4900,"56.9,59.4**","9.7,10.6**",0.493,0.077,, 0.86, 3.46, 0.92, 3.69, 250, 9133, 8957,N/A,N/A,N/A, 1, 81.9, 6.81, 83.6, 6.95, 30, 23.07, 83.3, 23.13, 47.1, 35.5, 19,"Cloudy, ripples to small waves/few white caps, no rain", 9.9, 7.48, 7.57
B9D75871229,B9D75871229,08/09/2023 14:30,E0823B1869,3 Feet,,Normal Sample,0,53.6,0.116,N/A,"13.4,13.5**",41.1,7.26,313,0.409,3.7,3.6,0.21,0.95,0.147,"11.1,11.1**",180,"5.7,5.8**","<2.5,<2.5**",0.475,0.133,, 0.56, 2.53, 1.53, 6.76, 500, 319, 321,N/A,N/A,N/A, 1, 77.5, 6.38, 91, 7.35, 96, 25.13, 78.8, 26.19, 7.4, 3.4, 37.4,"Sunny, ripples to small waves, no whitecaps, no rain", 1.5, 7.19, 7.38
B9D75871229,B9D75871229,08/09/2023 14:30,E0823B1870,3 Feet,,"Duplicate, Specific Analyte(s)",E0823B1869,53.5,0.124,N/A,13.5,40.9,5.74,313,0.415,3.7,3.7,0.26,1.04,0.145,11.1,180,5.9,<2.5,0.515,0.133,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EZ2,EZ2,08/11/2023 15:55,E0823B1953,3 Feet,,Normal Sample,0,50.9,<0.05,N/A,18.2,441,2.53,1670,0.089,2.1,2.1,0.12,0.97,0.06,12.5,890,16.8,3.4,0.173,0.053,, 0.46, 1.83, 0.5, 2, 500, 2145, 1709,150 yards downstream of channel marker 11., 38.062161, -121.796608, 1, 95.1, 8.19, 97.1, 8.36, 78, 22.44, 74.7, 22.51, 12.2, 11.2, 37.4,"Sunny, Moderate waves, few white caps, No rain", 16.8, 7.68, 7.71
EZ6,EZ6,08/11/2023 15:15,E0823B1952,3 Feet,,Normal Sample,0,54.9,<0.05,N/A,42.4,1670,2.92,5570,0.084,2.1,2.2,0.11,0.8,0.066,11.1,3020,18.1,4.1,0.178,0.061,, 0.49, 1.96, 0.56, 2.24, 500, 5995, 5376,Located a quarter mile downstream of red marker 34., 38.052766, -121.876443, 1, 96.7, 8.26, 98.6, 8.42, 50, 22.22, 71.6, 22.37, 12.9, 10.1, 39,"Sunny, Moderate waves, few white caps, No rain", 20.5, 7.7, 7.73
B9D82211312,B9D82211312,08/04/2023 07:15,E0823B1753,3 Feet,,Normal Sample,0,46.4,<0.05,N/A,9.23,2.82,2.12,109,0.126,1.9,1.9,<0.1,1.02,0.028,15.1,70,7,<2.5,0.135,<0.05,, 0.515, 1.95, 0.477, 1.85, 500,N/A, 107.7,Bottom specific conductance not stabilizing,N/A,N/A, 1, 94.6, 8.57, 95, 8.61,N/A, 20.16, 60, 20.17, 4.01, 4.01, 15.81,"Sunny, Ripples to small waves, no white caps, No rain", 3, 7.58, 7.58
B9D82211312,B9D82211312,08/04/2023 07:15,E0823B1756,3 Feet,,"Duplicate, Specific Analyte(s)",E0823B1753,46.4,<0.05,N/A,9.23,2.81,1.99,109,0.126,2,1.9,0.15,0.95,0.021,15.1,72,6.9,<2.5,0.147,<0.05,,N/A,N/A,N/A,N/A, 500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,9/1/2023 13:50,E0923B2121,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A,500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,9/5/2023 12:05,E0923B2132,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A,500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,9/6/2023 13:40,E0923B2198,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A,500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,9/7/2023 14:15,E0923B2233,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A,500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,9/8/2023 14:45,E0923B2362,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A,500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,9/11/2023 16:20,E0923B2417,0 Meters,,Blank; Equipment,0,<20,<0.05,<0.1,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A,500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blank; Equipment,Blank; Equipment,9/12/2023 14:40,E0923B2478,0 Meters,,Blank; Equipment,0,<20,<0.05,N/A,<1,<1,<0.5,<5,<0.05,<0.5,<0.5,<0.1,<0.5,<0.01,<0.1,<2.5,<2.5,<2.5,<0.1,<0.05,N/A,N/A,N/A,N/A,N/A,500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C10A - San Joaquin River near Vernalis @ SJR Club,B9D74081159,9/1/2023 9:45,E0923B2124,3 Feet,,Normal Sample,0,44.7,<0.05,N/A,11.8,22.2,10.9,205,0.691,2.8,2.8,0.13,2.92,0.07,11.4,118,24.4,3.6,0.315,<0.05,N/A,N/A,N/A,1.48,6.37,500,N/A,210,Station too shallow for bottom readings,N/A,N/A,1,N/A,N/A,93.8,8.6,N/A,N/A,71,19.52,N/A,10.4,6.75,"cloudy, ripples to small waves, no white caps, no rain",8,N/A,7.56
C9 - West Canal @ Clifton Court Intake,B9C74981333,9/1/2023 8:15,E0923B2123,3 Feet,,Normal Sample,0,51.4,<0.05,N/A,"11,11**",31.1,1.95,230,0.08,"2.8,2.9**","3,3.1**",0.2,2.18,"0.088,0.09**","14.2,14.4**",130,11.1,<2.5,"0.249,0.259**",0.085,N/A,0.43,1.85,0.4,1.76,500,230.5,238.1,N/A,N/A,N/A,2,87,7.3,87,7.3,N/A,24.1,70,24.1,5.5,5.1,15.25,"cloudy, ripples to small waves, no white caps, no rain",14,7.56,7.55
C9 - West Canal @ Clifton Court Intake,B9C74981333,9/1/2023 8:15,E0923B2125,3 Feet,,"Duplicate, Specific Analyte(s)",E0923B2123,52.1,"<0.05,<0.05**",N/A,11,30.8,1.85,230,"0.08,0.08**",3.1,3,0.17,1.5,0.1,14.4,133,10,<2.5,0.316,"0.087,0.087**",N/A,N/A,N/A,N/A,N/A,500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D10 - Sacramento River @ Chipps Island,B9D80281551,9/8/2023 13:20,E0923B2365,3 Feet,,Normal Sample,0,60.4,<0.05,N/A,40.4,1500,1.68,5060,0.115,2.2,2.2,0.23,<0.5,0.071,13.1,2710,15.9,<2.5,0.263,0.072,N/A,0.33,1.37,0.36,1.48,500,7391,5089,N/A,N/A,N/A,1,93.2,8.08,96.6,8.28,56,21.26,73,22.21,24.2,11,44.8,"Sunny, Ripples to small waves, no white caps, No rain",12.7,7.74,7.79
D12 - San Joaquin River @ Antioch Ship Channel,B9D80131484,9/5/2023 9:30,E0923B2133,3 Feet,,Normal Sample,0,56.9,<0.05,N/A,17.2,314,1.61,1190,0.1,"2.6,2.6**","2.5,2.6**",0.13,0.61,0.073,15.1,620,11,<2.5,0.155,0.066,N/A,0.53,2.14,0.6,2.44,500,2020,1196,EZ2-SJR located at D12.,N/A,N/A,3,90.2,7.82,91.4,7.91,76,22.13,63.9,22.36,11.8,8.3,37.4,"Sunny, Ripples to small waves, no white caps, No rain",7,7.51,7.54
